step,train_loss,val_loss,lr,sec_per_step,mps_driver_gb
602,3.2113,,4.64e-05,16.25,17.5
603,3.9105,,4.64e-05,16.27,17.5
604,3.9177,,4.64e-05,16.18,17.5
605,4.4215,,4.64e-05,16.19,17.5
606,4.4205,,4.63e-05,16.09,17.5
607,3.7258,,4.63e-05,16.28,17.5
608,4.2635,,4.63e-05,16.01,17.5
609,3.9933,,4.63e-05,16.24,17.5
610,3.9691,,4.63e-05,16.37,17.5
611,4.353,,4.63e-05,16.38,17.5
612,4.3021,,4.63e-05,16.44,17.5
613,4.2525,,4.62e-05,16.49,17.5
614,4.1793,,4.62e-05,16.5,17.5
615,4.3963,,4.62e-05,16.4,17.5
616,3.9271,,4.62e-05,16.31,17.5
617,3.874,,4.62e-05,16.44,17.5
618,4.0661,,4.62e-05,16.38,17.5
619,3.1307,,4.62e-05,16.18,17.5
620,3.9334,,4.61e-05,16.24,17.5
621,4.0349,,4.61e-05,16.27,17.5
622,4.1328,,4.61e-05,16.34,17.5
623,3.8276,,4.61e-05,16.49,17.5
624,3.9352,,4.61e-05,16.45,17.5
625,4.2923,,4.61e-05,16.38,17.5
626,3.9217,,4.60e-05,16.43,17.5
627,4.4973,,4.60e-05,16.24,17.5
628,3.644,,4.60e-05,16.2,17.5
629,3.3847,,4.60e-05,16.24,17.5
630,3.6847,,4.60e-05,16.33,17.5
631,4.1217,,4.60e-05,16.11,17.5
632,3.9363,,4.60e-05,16.3,17.5
633,3.768,,4.59e-05,16.47,17.5
634,4.1278,,4.59e-05,16.46,17.5
635,4.0085,,4.59e-05,16.5,17.5
636,4.2873,,4.59e-05,16.64,17.5
637,4.348,,4.59e-05,16.45,17.5
638,4.1032,,4.59e-05,16.43,17.5
639,4.0603,,4.59e-05,16.27,17.5
640,4.1575,,4.58e-05,16.43,17.5
641,4.4658,,4.58e-05,16.32,17.5
642,3.9107,,4.58e-05,16.21,17.5
643,4.2691,,4.58e-05,16.24,17.5
644,3.5976,,4.58e-05,16.35,17.5
645,4.2438,,4.58e-05,16.35,17.5
646,4.3408,,4.58e-05,16.63,17.5
647,3.5287,,4.57e-05,16.5,17.5
648,4.5479,,4.57e-05,16.49,17.5
649,3.2241,,4.57e-05,16.57,17.5
650,4.5476,,4.57e-05,16.47,17.5
651,4.2455,,4.57e-05,16.33,17.5
652,4.2301,,4.57e-05,16.42,17.5
653,3.6784,,4.56e-05,16.46,17.5
654,4.1938,,4.56e-05,16.3,17.5
655,3.7678,,4.56e-05,16.28,17.5
656,3.8862,,4.56e-05,16.48,17.5
657,4.065,,4.56e-05,16.47,17.5
658,3.739,,4.56e-05,16.47,17.5
659,3.8607,,4.56e-05,16.44,17.5
660,3.8818,,4.55e-05,16.28,17.5
661,4.4934,,4.55e-05,16.38,17.5
662,4.0946,,4.55e-05,16.33,17.5
663,3.8864,,4.55e-05,16.21,17.5
664,4.5026,,4.55e-05,16.27,17.5
665,3.9454,,4.55e-05,16.15,17.5
666,4.451,,4.54e-05,16.24,17.5
667,3.4916,,4.54e-05,16.45,17.5
668,4.5082,,4.54e-05,16.37,17.5
669,4.3001,,4.54e-05,16.43,17.5
670,4.3527,,4.54e-05,16.45,17.5
671,4.1951,,4.54e-05,16.31,17.5
672,3.3298,,4.54e-05,16.41,17.5
673,3.4473,,4.53e-05,16.27,17.5
674,4.3785,,4.53e-05,16.37,17.5
675,3.606,,4.53e-05,16.39,17.5
676,3.1649,,4.53e-05,16.46,17.5
677,3.6648,,4.53e-05,16.33,17.5
678,3.9827,,4.53e-05,16.27,17.5
679,4.2461,,4.52e-05,16.56,17.5
680,3.062,,4.52e-05,16.51,17.5
681,3.585,,4.52e-05,16.38,17.5
682,4.265,,4.52e-05,16.27,17.5
683,4.2735,,4.52e-05,16.28,17.5
684,3.7262,,4.52e-05,16.13,17.5
685,4.4567,,4.51e-05,15.99,17.5
686,3.4331,,4.51e-05,16.11,17.5
687,4.476,,4.51e-05,16.11,17.5
688,3.9693,,4.51e-05,15.95,17.5
689,4.6327,,4.51e-05,16.0,17.5
690,4.2839,,4.51e-05,16.23,17.5
691,3.6637,,4.50e-05,16.22,17.5
692,4.1634,,4.50e-05,16.29,17.5
693,3.948,,4.50e-05,16.13,17.5
694,4.1962,,4.50e-05,16.04,17.5
695,4.2145,,4.50e-05,16.03,17.5
696,4.7226,,4.50e-05,16.2,17.5
697,4.2363,,4.50e-05,16.09,17.5
698,4.1786,,4.49e-05,16.19,17.5
699,4.4624,,4.49e-05,16.37,17.5
700,3.6829,,4.49e-05,16.4,17.5
701,4.0501,,4.49e-05,16.47,17.5
702,3.5492,,4.49e-05,16.44,17.5
703,3.7547,,4.49e-05,16.39,17.5
704,3.1877,,4.48e-05,16.34,17.5
705,4.385,,4.48e-05,16.39,17.5
706,4.11,,4.48e-05,16.39,17.5
707,4.213,,4.48e-05,16.47,17.5
708,4.6913,,4.48e-05,16.32,17.5
709,4.6488,,4.48e-05,16.49,17.5
710,4.5913,,4.47e-05,16.6,17.5
711,4.0767,,4.47e-05,16.28,17.5
712,3.9722,,4.47e-05,16.41,17.5
713,4.4025,,4.47e-05,16.37,17.5
714,4.3865,,4.47e-05,16.33,17.5
715,3.7219,,4.47e-05,16.38,17.5
716,3.9847,,4.46e-05,16.39,17.5
717,4.2083,,4.46e-05,16.24,17.5
718,3.3329,,4.46e-05,16.29,17.5
719,4.009,,4.46e-05,16.35,17.5
720,4.2219,,4.46e-05,16.31,17.5
721,3.5076,,4.46e-05,16.42,17.5
722,4.2292,,4.45e-05,16.21,17.5
723,4.6892,,4.45e-05,16.15,17.5
724,4.4373,,4.45e-05,16.2,17.5
725,3.9567,,4.45e-05,16.21,17.5
726,3.9626,,4.45e-05,16.28,17.5
727,3.784,,4.45e-05,16.08,17.5
728,4.1525,,4.44e-05,16.22,17.5
729,4.1199,,4.44e-05,16.37,17.5
730,4.5362,,4.44e-05,16.39,17.5
731,3.1711,,4.44e-05,16.26,17.5
732,4.4154,,4.44e-05,16.36,17.5
733,4.5979,,4.43e-05,16.32,17.5
734,4.4257,,4.43e-05,16.2,17.5
735,4.2285,,4.43e-05,16.2,17.5
736,4.3024,,4.43e-05,16.18,17.5
737,3.922,,4.43e-05,16.13,17.5
738,3.9599,,4.43e-05,16.32,17.5
739,4.5022,,4.42e-05,16.4,17.5
740,4.112,,4.42e-05,16.21,17.5
741,4.026,,4.42e-05,16.29,17.5
742,4.4912,,4.42e-05,16.47,17.5
743,4.465,,4.42e-05,16.44,17.5
744,3.8695,,4.42e-05,16.45,17.5
745,4.242,,4.41e-05,16.36,17.5
746,3.4833,,4.41e-05,16.29,17.5
747,3.9756,,4.41e-05,16.21,17.5
748,4.1577,,4.41e-05,16.13,17.5
749,3.4517,,4.41e-05,16.17,17.5
750,3.3377,,4.41e-05,16.16,17.5
750,,4.3475,4.41e-05,,14.43
751,4.5277,,4.40e-05,15.78,16.48
752,3.0893,,4.40e-05,15.55,16.48
753,3.9689,,4.40e-05,15.63,16.48
754,4.18,,4.40e-05,15.61,16.48
755,3.5753,,4.40e-05,15.53,16.48
756,4.328,,4.39e-05,15.97,16.48
757,3.8124,,4.39e-05,16.0,16.48
758,4.5718,,4.39e-05,16.06,16.48
759,4.3297,,4.39e-05,16.21,16.49
760,4.4289,,4.39e-05,16.13,16.49
761,4.1984,,4.39e-05,16.12,16.49
762,3.805,,4.38e-05,16.16,16.49
763,4.2227,,4.38e-05,16.16,16.5
764,4.1521,,4.38e-05,16.11,16.5
765,3.5027,,4.38e-05,16.2,16.5
766,4.1908,,4.38e-05,16.18,16.5
767,4.4798,,4.38e-05,16.22,16.5
768,4.1963,,4.37e-05,16.49,16.5
769,4.043,,4.37e-05,16.43,16.5
770,4.0555,,4.37e-05,16.44,16.5
771,3.7969,,4.37e-05,16.33,16.5
772,4.2997,,4.37e-05,16.35,16.5
773,4.4369,,4.36e-05,16.37,16.5
774,4.2905,,4.36e-05,16.15,16.5
775,3.8912,,4.36e-05,16.2,16.5
776,3.4874,,4.36e-05,16.31,16.5
777,3.9452,,4.36e-05,16.23,16.5
778,4.4967,,4.36e-05,16.09,16.5
779,4.132,,4.35e-05,16.34,16.5
780,4.1985,,4.35e-05,16.35,16.5
781,3.7919,,4.35e-05,16.26,16.5
782,4.4039,,4.35e-05,16.25,16.5
783,3.605,,4.35e-05,16.23,16.5
784,3.961,,4.34e-05,16.15,16.5
785,3.7202,,4.34e-05,16.3,16.5
786,4.1151,,4.34e-05,16.16,16.5
787,3.2691,,4.34e-05,16.19,16.5
788,4.3459,,4.34e-05,16.24,16.5
789,3.875,,4.34e-05,16.29,16.5
790,4.4157,,4.33e-05,16.42,16.5
791,4.4541,,4.33e-05,16.4,16.5
792,4.0444,,4.33e-05,16.38,16.5
793,4.4829,,4.33e-05,16.3,16.5
794,3.5412,,4.33e-05,16.21,16.5
795,4.5503,,4.32e-05,16.29,16.5
796,3.9457,,4.32e-05,16.27,16.5
797,4.1111,,4.32e-05,16.13,16.5
798,3.8081,,4.32e-05,16.22,16.5
799,4.382,,4.32e-05,16.28,16.5
800,4.289,,4.31e-05,16.34,16.5
801,4.434,,4.31e-05,16.41,16.5
802,3.546,,4.31e-05,16.51,16.5
803,4.0608,,4.31e-05,16.42,16.5
804,3.8638,,4.31e-05,16.11,16.5
805,4.1086,,4.31e-05,16.06,16.5
806,3.5965,,4.30e-05,16.09,16.5
807,4.2371,,4.30e-05,15.93,16.5
808,3.7028,,4.30e-05,16.01,16.5
809,3.6627,,4.30e-05,15.99,16.5
810,4.1782,,4.30e-05,15.94,16.5
811,4.1284,,4.29e-05,15.99,16.5
812,3.5916,,4.29e-05,15.95,16.5
813,3.13,,4.29e-05,15.96,16.5
814,3.8427,,4.29e-05,15.94,16.5
815,4.3548,,4.29e-05,16.01,16.5
816,3.9792,,4.28e-05,15.91,16.5
817,4.4309,,4.28e-05,16.0,16.5
818,4.0994,,4.28e-05,16.01,16.5
819,3.7192,,4.28e-05,15.94,16.5
820,4.4126,,4.28e-05,16.02,16.5
821,4.2504,,4.28e-05,15.99,16.5
822,3.9555,,4.27e-05,16.08,16.5
823,3.4339,,4.27e-05,16.05,16.5
824,2.8789,,4.27e-05,16.11,16.5
825,2.2954,,4.27e-05,16.05,16.5
826,4.5696,,4.27e-05,16.11,16.5
827,4.0544,,4.26e-05,16.29,16.5
828,4.0023,,4.26e-05,16.19,16.5
829,3.6272,,4.26e-05,16.14,16.5
830,3.8012,,4.26e-05,16.39,16.5
831,2.8819,,4.26e-05,16.42,16.5
832,4.2668,,4.25e-05,16.42,16.5
833,3.8503,,4.25e-05,16.25,16.5
834,3.7824,,4.25e-05,16.17,16.5
835,3.6865,,4.25e-05,16.31,16.5
836,3.8976,,4.25e-05,16.09,16.5
837,4.2063,,4.24e-05,16.29,16.5
838,4.224,,4.24e-05,16.35,16.5
839,4.159,,4.24e-05,16.28,16.5
840,4.4627,,4.24e-05,16.22,16.5
841,4.0666,,4.24e-05,16.38,16.5
842,4.4411,,4.23e-05,16.45,16.5
843,4.3129,,4.23e-05,16.47,16.5
844,4.4796,,4.23e-05,16.46,16.5
845,3.7741,,4.23e-05,16.36,16.5
846,4.311,,4.23e-05,16.35,16.5
847,4.2525,,4.23e-05,16.28,16.5
848,4.3087,,4.22e-05,16.13,16.5
849,3.3539,,4.22e-05,16.43,16.5
850,3.6909,,4.22e-05,16.4,16.5
851,4.3641,,4.22e-05,16.34,16.5
852,4.0946,,4.22e-05,16.26,16.5
853,3.3175,,4.21e-05,16.49,16.5
854,3.5124,,4.21e-05,16.5,16.5
855,3.4889,,4.21e-05,16.48,16.5
856,3.7613,,4.21e-05,16.37,16.5
857,3.9237,,4.21e-05,16.4,16.5
858,4.4447,,4.20e-05,16.44,16.5
859,4.1112,,4.20e-05,16.19,16.5
860,4.3278,,4.20e-05,16.38,16.5
861,4.4075,,4.20e-05,16.42,16.5
862,4.1578,,4.20e-05,16.42,16.5
863,4.4105,,4.19e-05,16.36,16.5
864,4.3067,,4.19e-05,16.42,16.5
865,3.8073,,4.19e-05,16.51,16.5
866,3.6787,,4.19e-05,16.45,16.5
867,3.3172,,4.19e-05,16.43,16.5
868,3.6475,,4.18e-05,16.47,16.5
869,4.6013,,4.18e-05,16.38,16.5
870,4.3003,,4.18e-05,16.34,16.5
871,4.2974,,4.18e-05,16.27,16.5
872,4.1561,,4.18e-05,16.29,16.5
873,4.3217,,4.17e-05,16.41,16.5
874,3.7449,,4.17e-05,16.49,16.5
875,4.2529,,4.17e-05,16.55,16.5
876,4.4135,,4.17e-05,16.49,16.5
877,4.0715,,4.17e-05,16.46,16.5
878,3.6434,,4.16e-05,16.31,16.5
879,4.0681,,4.16e-05,16.14,16.5
880,3.8167,,4.16e-05,16.15,16.5
881,3.7009,,4.16e-05,16.16,16.5
882,3.8404,,4.16e-05,15.91,16.5
883,4.2135,,4.15e-05,16.07,16.5
884,3.9655,,4.15e-05,16.07,16.5
885,4.3327,,4.15e-05,16.12,16.5
886,3.1105,,4.15e-05,16.32,16.5
887,4.0162,,4.15e-05,16.3,16.5
888,3.8844,,4.14e-05,16.09,16.5
889,4.1876,,4.14e-05,16.06,16.5
890,3.5494,,4.14e-05,16.02,16.5
891,3.8927,,4.14e-05,16.01,16.5
892,3.5891,,4.13e-05,16.08,16.5
893,4.0442,,4.13e-05,16.07,16.5
894,3.1989,,4.13e-05,15.92,16.5
895,4.7374,,4.13e-05,16.17,16.5
896,4.4489,,4.13e-05,16.26,16.5
897,3.7943,,4.12e-05,16.23,16.5
898,3.5513,,4.12e-05,16.08,16.5
899,4.1256,,4.12e-05,16.19,16.5
900,4.121,,4.12e-05,16.28,16.5
901,4.7141,,4.12e-05,16.14,16.5
902,3.852,,4.11e-05,16.43,16.5
903,2.777,,4.11e-05,16.31,16.5
904,4.2494,,4.11e-05,16.14,16.5
905,4.6162,,4.11e-05,16.39,16.5
906,4.0398,,4.11e-05,16.3,16.5
907,3.9356,,4.10e-05,16.37,16.5
908,4.4163,,4.10e-05,16.3,16.5
909,3.3383,,4.10e-05,16.28,16.5
910,4.1561,,4.10e-05,16.32,16.5
911,3.726,,4.10e-05,16.2,16.5
912,4.4215,,4.09e-05,16.29,16.5
913,4.4545,,4.09e-05,16.33,16.5
914,3.7704,,4.09e-05,16.2,16.5
915,4.099,,4.09e-05,16.31,16.5
916,3.4875,,4.09e-05,16.19,16.5
917,4.1542,,4.08e-05,16.15,16.5
918,4.1262,,4.08e-05,16.26,16.5
919,3.8602,,4.08e-05,16.38,16.5
920,3.5779,,4.08e-05,16.25,16.5
921,3.9933,,4.07e-05,16.3,16.5
922,4.612,,4.07e-05,16.32,16.5
923,3.4845,,4.07e-05,16.29,16.5
924,4.3952,,4.07e-05,16.3,16.5
925,4.0975,,4.07e-05,16.35,16.5
926,4.4258,,4.06e-05,16.35,16.5
927,4.0986,,4.06e-05,16.24,16.5
928,4.2213,,4.06e-05,16.45,16.5
929,4.0921,,4.06e-05,16.14,16.5
930,3.0096,,4.06e-05,16.1,16.5
931,4.0415,,4.05e-05,16.18,16.5
932,4.2388,,4.05e-05,16.15,16.5
933,4.0173,,4.05e-05,16.1,16.5
934,3.8233,,4.05e-05,16.01,16.5
935,3.9548,,4.05e-05,16.35,16.5
936,4.24,,4.04e-05,16.38,16.5
937,3.7083,,4.04e-05,16.31,16.5
938,4.3526,,4.04e-05,16.35,16.5
939,4.1745,,4.04e-05,16.35,16.5
940,4.0102,,4.03e-05,16.14,16.5
941,4.1546,,4.03e-05,16.24,16.5
942,3.9753,,4.03e-05,16.18,16.5
943,4.136,,4.03e-05,16.1,16.5
944,4.2598,,4.03e-05,16.23,16.5
945,4.5545,,4.02e-05,16.27,16.5
946,3.7512,,4.02e-05,16.25,16.5
947,3.8185,,4.02e-05,16.25,16.5
948,4.4776,,4.02e-05,16.46,16.5
949,3.6404,,4.02e-05,16.36,16.5
950,3.967,,4.01e-05,16.45,16.5
951,4.0819,,4.01e-05,16.39,16.5
952,3.9414,,4.01e-05,16.18,16.5
953,3.9841,,4.01e-05,16.22,16.5
954,3.5332,,4.00e-05,16.07,16.5
955,4.4883,,4.00e-05,16.19,16.5
956,4.091,,4.00e-05,16.3,16.5
957,3.8673,,4.00e-05,16.46,16.5
958,3.73,,4.00e-05,16.39,16.5
959,4.1873,,3.99e-05,16.35,16.5
960,4.3808,,3.99e-05,16.35,16.5
961,4.0521,,3.99e-05,16.36,16.5
962,3.9818,,3.99e-05,16.23,16.5
963,4.1992,,3.98e-05,16.31,16.5
964,3.6653,,3.98e-05,16.32,16.5
965,4.1276,,3.98e-05,16.26,16.5
966,4.3011,,3.98e-05,16.16,16.5
967,4.233,,3.98e-05,16.29,16.5
968,4.4,,3.97e-05,16.38,16.5
969,4.0686,,3.97e-05,16.33,16.5
970,4.7036,,3.97e-05,16.4,16.5
971,3.733,,3.97e-05,16.36,16.5
972,3.7112,,3.97e-05,16.21,16.5
973,4.3499,,3.96e-05,16.11,16.5
974,4.1903,,3.96e-05,16.09,16.5
975,3.6082,,3.96e-05,16.02,16.5
976,3.3725,,3.96e-05,16.04,16.5
977,4.3461,,3.95e-05,15.9,16.5
978,4.3775,,3.95e-05,15.9,16.5
979,4.2994,,3.95e-05,15.99,16.5
980,2.7599,,3.95e-05,16.23,16.5
981,3.1143,,3.95e-05,16.18,16.5
982,3.8724,,3.94e-05,16.36,16.5
983,3.7691,,3.94e-05,16.23,16.5
984,4.3694,,3.94e-05,16.1,16.5
985,4.149,,3.94e-05,16.14,16.5
986,4.421,,3.93e-05,16.11,16.5
987,4.6499,,3.93e-05,16.28,16.5
988,4.0871,,3.93e-05,16.2,16.5
989,3.9884,,3.93e-05,16.48,16.5
990,4.396,,3.93e-05,16.49,16.5
991,4.2094,,3.92e-05,16.33,16.5
992,4.3614,,3.92e-05,16.4,16.5
993,3.3794,,3.92e-05,16.39,16.5
994,4.4765,,3.92e-05,16.3,16.5
995,4.0203,,3.91e-05,16.38,16.5
996,4.1842,,3.91e-05,16.37,16.5
997,4.3638,,3.91e-05,16.29,16.5
998,3.5757,,3.91e-05,16.3,16.5
999,4.2601,,3.91e-05,16.29,16.5
1000,3.938,,3.90e-05,16.34,16.5
1000,,4.3399,3.90e-05,,14.41
1001,4.1066,,3.90e-05,15.72,17.46
1002,4.0381,,3.90e-05,15.86,17.46
1003,4.384,,3.90e-05,15.68,17.46
1004,3.623,,3.89e-05,15.79,17.46
1005,4.0711,,3.89e-05,15.9,17.46
1006,4.3338,,3.89e-05,15.82,17.46
1007,3.9481,,3.89e-05,15.83,17.46
1008,3.7845,,3.88e-05,15.85,17.47
1009,3.9764,,3.88e-05,15.92,17.48
1010,3.5731,,3.88e-05,15.98,17.48
1011,3.68,,3.88e-05,16.1,17.48
1012,4.5809,,3.88e-05,16.02,17.48
1013,4.2547,,3.87e-05,16.13,17.48
1014,4.6815,,3.87e-05,16.0,17.48
1015,3.6303,,3.87e-05,16.28,17.48
1016,4.2805,,3.87e-05,16.34,17.48
1017,3.8783,,3.86e-05,16.23,17.48
1018,3.6874,,3.86e-05,16.22,17.48
1019,4.3937,,3.86e-05,16.15,17.48
1020,3.6826,,3.86e-05,16.26,17.48
1021,4.0747,,3.86e-05,16.2,17.48
1022,4.1094,,3.85e-05,16.04,17.48
1023,4.4445,,3.85e-05,16.28,17.48
1024,4.3536,,3.85e-05,16.29,17.48
1025,4.0291,,3.85e-05,16.46,17.48
1026,4.426,,3.84e-05,16.53,17.49
1027,3.4746,,3.84e-05,16.68,17.5
1028,3.7177,,3.84e-05,16.42,17.5
1029,3.6178,,3.84e-05,16.2,17.5
1030,3.0496,,3.83e-05,16.32,17.5
1031,4.8491,,3.83e-05,16.29,17.5
1032,4.1119,,3.83e-05,16.11,17.5
1033,3.9684,,3.83e-05,16.07,17.5
1034,4.3487,,3.83e-05,16.16,17.5
1035,2.9373,,3.82e-05,16.14,17.5
1036,3.525,,3.82e-05,16.33,17.5
1037,3.7253,,3.82e-05,16.27,17.5
1038,3.6825,,3.82e-05,16.31,17.5
1039,4.0471,,3.81e-05,16.17,17.5
1040,3.8783,,3.81e-05,16.14,17.5
1041,4.501,,3.81e-05,16.17,17.5
1042,3.5581,,3.81e-05,16.24,17.5
1043,4.1552,,3.81e-05,16.38,17.5
1044,4.0012,,3.80e-05,16.44,17.5
1045,4.0839,,3.80e-05,16.26,17.5
1046,4.2516,,3.80e-05,16.5,17.5
1047,3.7443,,3.80e-05,16.53,17.5
1048,4.3654,,3.79e-05,16.52,17.5
1049,4.2731,,3.79e-05,16.59,17.5
1050,4.1381,,3.79e-05,16.46,17.5
1051,4.4275,,3.79e-05,16.23,17.5
1052,4.2538,,3.78e-05,16.29,17.5
1053,4.4203,,3.78e-05,16.35,17.5
1054,3.8433,,3.78e-05,16.31,17.5
1055,3.0566,,3.78e-05,16.12,17.5
1056,3.874,,3.77e-05,16.13,17.5
1057,4.5413,,3.77e-05,16.08,17.5
1058,4.34,,3.77e-05,16.31,17.5
1059,3.8959,,3.77e-05,16.37,17.5
1060,4.2098,,3.77e-05,16.23,17.5
1061,4.0594,,3.76e-05,16.07,17.5
1062,4.2315,,3.76e-05,16.02,17.5
1063,4.5372,,3.76e-05,16.06,17.5
1064,4.1015,,3.76e-05,15.89,17.5
1065,4.0695,,3.75e-05,15.97,17.5
1066,4.2486,,3.75e-05,16.15,17.5
1067,3.9595,,3.75e-05,16.04,17.5
1068,3.6495,,3.75e-05,15.96,17.5
1069,4.5196,,3.74e-05,16.12,17.5
1070,3.8949,,3.74e-05,16.27,17.5
1071,4.321,,3.74e-05,16.25,17.5
1072,4.0173,,3.74e-05,16.09,17.5
1073,4.0096,,3.74e-05,16.19,17.5
1074,4.2024,,3.73e-05,16.1,17.5
1075,4.3956,,3.73e-05,16.23,17.5
1076,3.8955,,3.73e-05,16.14,17.5
1077,3.9665,,3.73e-05,16.01,17.5
1078,3.8099,,3.72e-05,16.18,17.5
1079,3.8776,,3.72e-05,16.21,17.5
1080,3.706,,3.72e-05,16.26,17.5
1081,4.2992,,3.72e-05,16.37,17.5
1082,4.2531,,3.71e-05,16.28,17.5
1083,4.2736,,3.71e-05,16.14,17.5
1084,4.4017,,3.71e-05,16.03,17.5
1085,3.8254,,3.71e-05,16.12,17.5
1086,3.969,,3.70e-05,16.15,17.5
1087,4.3842,,3.70e-05,16.06,17.5
1088,3.422,,3.70e-05,16.03,17.5
1089,3.6351,,3.70e-05,16.25,17.5
1090,3.6246,,3.69e-05,16.17,17.5
1091,4.1878,,3.69e-05,16.34,17.5
1092,4.4844,,3.69e-05,16.42,17.5
1093,3.979,,3.69e-05,16.33,17.5
1094,4.5094,,3.69e-05,16.23,17.5
1095,4.4387,,3.68e-05,16.32,17.5
1096,4.0951,,3.68e-05,16.29,17.5
1097,3.974,,3.68e-05,16.33,17.5
1098,3.6634,,3.68e-05,16.35,17.5
1099,4.3192,,3.67e-05,16.16,17.5
1100,3.302,,3.67e-05,16.18,17.5
1101,3.5444,,3.67e-05,16.37,17.5
1102,3.4861,,3.67e-05,16.45,17.5
1103,3.3905,,3.66e-05,16.37,17.5
1104,3.4928,,3.66e-05,16.46,17.5
1105,4.2319,,3.66e-05,16.23,17.5
1106,3.8903,,3.66e-05,16.12,17.5
1107,4.3437,,3.65e-05,16.1,17.5
1108,4.4241,,3.65e-05,16.21,17.5
1109,4.0304,,3.65e-05,16.12,17.5
1110,4.2136,,3.65e-05,16.2,17.5
1111,3.9535,,3.64e-05,16.09,17.5
1112,4.028,,3.64e-05,16.26,17.5
1113,3.6324,,3.64e-05,16.38,17.5
1114,3.886,,3.64e-05,16.39,17.5
1115,3.6759,,3.63e-05,16.37,17.5
1116,4.3281,,3.63e-05,16.25,17.5
1117,4.0428,,3.63e-05,16.22,17.5
1118,3.0879,,3.63e-05,16.3,17.5
1119,4.3707,,3.63e-05,16.06,17.5
1120,4.2324,,3.62e-05,16.32,17.5
1121,4.1967,,3.62e-05,16.22,17.5
1122,3.5874,,3.62e-05,16.12,17.5
1123,4.177,,3.62e-05,16.09,17.5
1124,3.7248,,3.61e-05,16.32,17.5
1125,3.8824,,3.61e-05,16.31,17.5
1126,3.7272,,3.61e-05,16.26,17.5
1127,4.1174,,3.61e-05,16.27,17.5
1128,4.0052,,3.60e-05,16.15,17.5
1129,4.2312,,3.60e-05,16.02,17.5
1130,4.3786,,3.60e-05,16.03,17.5
1131,3.7348,,3.60e-05,15.98,17.5
1132,3.6203,,3.59e-05,16.02,17.5
1133,4.2222,,3.59e-05,16.15,17.5
1134,4.1127,,3.59e-05,15.99,17.5
1135,3.981,,3.59e-05,15.97,17.5
1136,3.7832,,3.58e-05,16.24,17.5
1137,4.194,,3.58e-05,16.27,17.5
1138,4.1602,,3.58e-05,16.13,17.5
1139,4.7146,,3.58e-05,16.2,17.5
1140,4.3116,,3.57e-05,16.23,17.5
1141,3.0993,,3.57e-05,16.24,17.5
1142,4.0226,,3.57e-05,16.16,17.5
1143,3.4827,,3.57e-05,16.19,17.5
1144,3.8557,,3.56e-05,16.39,17.5
1145,4.2488,,3.56e-05,16.38,17.5
1146,4.3415,,3.56e-05,16.53,17.5
1147,4.1174,,3.56e-05,16.54,17.5
1148,4.2581,,3.55e-05,16.53,17.5
1149,4.3221,,3.55e-05,16.4,17.5
1150,4.0905,,3.55e-05,16.43,17.5
1151,3.3092,,3.55e-05,16.23,17.5
1152,3.8779,,3.54e-05,16.38,17.5
1153,3.7663,,3.54e-05,16.42,17.5
1154,4.5249,,3.54e-05,16.2,17.5
1155,4.2552,,3.54e-05,16.26,17.5
1156,3.7611,,3.53e-05,16.28,17.5
1157,3.7875,,3.53e-05,16.42,17.5
1158,3.8032,,3.53e-05,16.35,17.5
1159,3.1695,,3.53e-05,16.33,17.5
1160,4.4316,,3.53e-05,16.26,17.5
1161,4.2442,,3.52e-05,16.11,17.5
1162,3.5435,,3.52e-05,16.13,17.5
1163,3.6095,,3.52e-05,16.13,17.5
1164,3.2608,,3.52e-05,16.13,17.5
1165,3.622,,3.51e-05,16.09,17.5
1166,3.3454,,3.51e-05,16.04,17.5
1167,3.9244,,3.51e-05,16.22,17.5
1168,3.2219,,3.51e-05,16.25,17.5
1169,3.8902,,3.50e-05,16.22,17.5
1170,4.3322,,3.50e-05,16.26,17.5
1171,4.5118,,3.50e-05,16.07,17.5
1172,4.324,,3.50e-05,16.12,17.5
1173,2.9917,,3.49e-05,16.11,17.5
1174,4.2181,,3.49e-05,15.94,17.5
1175,4.4554,,3.49e-05,16.09,17.5
1176,3.877,,3.49e-05,16.07,17.5
1177,4.1142,,3.48e-05,16.04,17.5
1178,4.0532,,3.48e-05,16.06,17.5
1179,4.3456,,3.48e-05,16.31,17.5
1180,4.4104,,3.48e-05,16.25,17.5
1181,4.3794,,3.47e-05,16.16,17.5
1182,3.8835,,3.47e-05,16.11,17.5
1183,4.2995,,3.47e-05,16.0,17.5
1184,3.7189,,3.47e-05,16.12,17.5
1185,3.8738,,3.46e-05,16.06,17.5
1186,4.4679,,3.46e-05,16.02,17.5
1187,3.8415,,3.46e-05,16.06,17.5
1188,4.3213,,3.46e-05,16.15,17.5
1189,4.0555,,3.45e-05,16.34,17.5
1190,4.4042,,3.45e-05,16.32,17.5
1191,4.0352,,3.45e-05,16.19,17.5
1192,3.9191,,3.45e-05,16.2,17.5
1193,4.4855,,3.44e-05,16.17,17.5
1194,3.9189,,3.44e-05,16.17,17.5
1195,3.9713,,3.44e-05,16.17,17.5
1196,3.9748,,3.44e-05,16.15,17.5
1197,4.0559,,3.43e-05,16.08,17.5
1198,4.1963,,3.43e-05,16.2,17.5
1199,4.368,,3.43e-05,16.32,17.5
1200,3.472,,3.43e-05,16.32,17.5
1201,3.8472,,3.42e-05,16.34,17.5
