step,train_loss,val_loss,lr,sec_per_step,mps_driver_gb
1202,3.8092,,3.42e-05,16.23,17.5
1203,4.4265,,3.42e-05,16.12,17.5
1204,4.2606,,3.42e-05,16.22,17.5
1205,4.0631,,3.41e-05,16.11,17.5
1206,3.8307,,3.41e-05,16.21,17.5
1207,4.438,,3.41e-05,16.21,17.5
1208,4.4002,,3.41e-05,16.14,17.5
1209,4.6368,,3.40e-05,16.03,17.5
1210,4.5146,,3.40e-05,16.32,17.5
1211,3.9887,,3.40e-05,16.34,17.5
1212,4.0243,,3.40e-05,16.18,17.5
1213,4.5075,,3.39e-05,16.15,17.5
1214,4.2066,,3.39e-05,16.19,17.5
1215,3.9235,,3.39e-05,16.08,17.5
1216,3.4423,,3.38e-05,16.0,17.5
1217,4.4215,,3.38e-05,16.07,17.5
1218,4.4159,,3.38e-05,16.11,17.5
1219,4.3895,,3.38e-05,16.23,17.5
1220,3.6865,,3.37e-05,16.34,17.5
1221,4.2479,,3.37e-05,16.43,17.5
1222,4.5802,,3.37e-05,16.19,17.5
1223,4.1233,,3.37e-05,16.17,17.5
1224,3.8687,,3.36e-05,16.23,17.5
1225,3.657,,3.36e-05,16.1,17.5
1226,4.2738,,3.36e-05,16.17,17.5
1227,3.4674,,3.36e-05,16.32,17.5
1228,3.7192,,3.35e-05,16.07,17.5
1229,4.157,,3.35e-05,16.2,17.5
1230,4.115,,3.35e-05,16.36,17.5
1231,3.7382,,3.35e-05,16.37,17.5
1232,3.8704,,3.34e-05,16.19,17.5
1233,4.3442,,3.34e-05,16.16,17.5
1234,3.877,,3.34e-05,16.23,17.5
1235,4.4622,,3.34e-05,16.2,17.5
1236,4.2994,,3.33e-05,16.17,17.5
1237,4.0885,,3.33e-05,16.34,17.5
1238,4.0842,,3.33e-05,16.25,17.5
1239,4.4294,,3.33e-05,16.29,17.5
1240,4.208,,3.32e-05,16.19,17.5
1241,3.9883,,3.32e-05,16.44,17.5
1242,4.2399,,3.32e-05,16.53,17.5
1243,3.8413,,3.32e-05,16.42,17.5
1244,3.9798,,3.31e-05,16.26,17.5
1245,4.0793,,3.31e-05,16.14,17.5
1246,4.3272,,3.31e-05,16.12,17.5
1247,4.0276,,3.31e-05,16.13,17.5
1248,3.8266,,3.30e-05,16.0,17.5
1249,4.171,,3.30e-05,16.06,17.5
1250,3.6365,,3.30e-05,16.0,17.5
1250,,4.3346,3.30e-05,,14.43
1251,3.8468,,3.30e-05,15.43,17.48
1252,3.8155,,3.29e-05,15.29,17.48
1253,3.8811,,3.29e-05,15.2,17.48
1254,3.3386,,3.29e-05,15.29,17.48
1255,3.7251,,3.29e-05,15.33,17.48
1256,3.4529,,3.28e-05,15.37,17.48
1257,4.0664,,3.28e-05,15.43,17.48
1258,3.6656,,3.28e-05,15.53,17.48
1259,4.2339,,3.28e-05,15.57,17.48
1260,2.564,,3.27e-05,15.7,17.48
1261,4.1105,,3.27e-05,15.71,17.48
1262,3.9341,,3.27e-05,15.8,17.48
1263,4.2925,,3.26e-05,15.88,17.49
1264,4.5533,,3.26e-05,15.82,17.49
1265,4.1973,,3.26e-05,15.93,17.49
1266,3.8507,,3.26e-05,15.92,17.49
1267,3.2747,,3.25e-05,15.92,17.49
1268,4.5881,,3.25e-05,15.96,17.49
1269,4.0801,,3.25e-05,15.99,17.49
1270,4.4746,,3.25e-05,15.97,17.49
1271,4.0632,,3.24e-05,15.91,17.49
1272,4.0622,,3.24e-05,15.98,17.49
1273,3.301,,3.24e-05,15.93,17.49
1274,3.9964,,3.24e-05,15.98,17.49
1275,4.4121,,3.23e-05,15.97,17.49
1276,3.9045,,3.23e-05,16.01,17.49
1277,3.9355,,3.23e-05,16.04,17.49
1278,4.3455,,3.23e-05,16.0,17.49
1279,4.1461,,3.22e-05,16.04,17.49
1280,4.4095,,3.22e-05,15.96,17.49
1281,4.073,,3.22e-05,16.12,17.49
1282,4.0223,,3.22e-05,16.03,17.49
1283,4.2193,,3.21e-05,16.01,17.49
1284,3.7295,,3.21e-05,16.11,17.49
1285,4.0318,,3.21e-05,16.04,17.49
1286,4.4626,,3.21e-05,16.02,17.49
1287,3.8654,,3.20e-05,16.05,17.49
1288,3.8096,,3.20e-05,16.07,17.49
1289,4.0306,,3.20e-05,16.05,17.49
1290,3.4602,,3.19e-05,16.01,17.49
1291,3.7135,,3.19e-05,16.08,17.49
1292,4.1989,,3.19e-05,16.01,17.49
1293,4.2608,,3.19e-05,16.07,17.49
1294,3.5018,,3.18e-05,16.05,17.49
1295,3.8211,,3.18e-05,16.04,17.49
1296,4.347,,3.18e-05,16.13,17.49
1297,3.4642,,3.18e-05,16.04,17.49
1298,4.1643,,3.17e-05,16.1,17.49
1299,4.0491,,3.17e-05,16.02,17.49
1300,4.2557,,3.17e-05,16.13,17.49
1301,3.772,,3.17e-05,16.14,17.49
1302,4.1987,,3.16e-05,16.03,17.49
1303,3.1055,,3.16e-05,16.14,17.49
1304,3.8512,,3.16e-05,16.11,17.49
1305,3.4542,,3.16e-05,16.06,17.49
1306,3.6558,,3.15e-05,16.11,17.49
1307,4.1804,,3.15e-05,16.14,17.49
1308,4.1441,,3.15e-05,16.08,17.49
1309,3.7853,,3.15e-05,16.07,17.49
1310,4.1868,,3.14e-05,16.12,17.49
1311,4.5429,,3.14e-05,16.05,17.49
1312,4.1307,,3.14e-05,16.07,17.49
1313,4.5326,,3.13e-05,16.13,17.49
1314,4.3217,,3.13e-05,16.03,17.49
1315,4.0132,,3.13e-05,16.02,17.49
1316,3.5926,,3.13e-05,16.03,17.49
1317,4.3402,,3.12e-05,16.11,17.49
1318,3.6399,,3.12e-05,16.03,17.49
1319,3.3531,,3.12e-05,16.1,17.49
1320,3.7842,,3.12e-05,16.14,17.49
1321,4.3843,,3.11e-05,16.05,17.49
1322,3.7428,,3.11e-05,16.13,17.49
1323,4.3758,,3.11e-05,16.15,17.49
1324,4.0928,,3.11e-05,16.02,17.49
1325,4.0084,,3.10e-05,16.08,17.49
1326,3.7965,,3.10e-05,16.0,17.49
1327,3.0566,,3.10e-05,15.96,17.49
1328,2.806,,3.10e-05,15.96,17.49
1329,3.7045,,3.09e-05,15.96,17.5
1330,3.8733,,3.09e-05,15.9,17.5
1331,4.079,,3.09e-05,15.96,17.5
1332,3.5989,,3.08e-05,15.97,17.5
1333,4.3475,,3.08e-05,15.86,17.5
1334,4.3125,,3.08e-05,15.99,17.5
1335,3.6797,,3.08e-05,15.93,17.5
1336,3.3408,,3.07e-05,15.91,17.5
1337,4.3952,,3.07e-05,15.95,17.5
1338,3.9235,,3.07e-05,15.97,17.5
1339,3.4875,,3.07e-05,15.92,17.5
1340,3.666,,3.06e-05,15.95,17.5
1341,3.9563,,3.06e-05,16.0,17.5
1342,3.2506,,3.06e-05,15.94,17.5
1343,4.1684,,3.06e-05,16.02,17.5
1344,4.3808,,3.05e-05,16.02,17.5
1345,4.0926,,3.05e-05,15.97,17.5
1346,3.9049,,3.05e-05,16.09,17.5
1347,4.4741,,3.05e-05,16.0,17.5
1348,4.2946,,3.04e-05,16.02,17.5
1349,4.1807,,3.04e-05,15.98,17.5
1350,4.6911,,3.04e-05,16.02,17.5
1351,4.5679,,3.03e-05,15.95,17.5
1352,3.5642,,3.03e-05,15.97,17.5
1353,4.0958,,3.03e-05,16.07,17.5
1354,4.3175,,3.03e-05,16.01,17.5
1355,3.8973,,3.02e-05,15.97,17.5
1356,4.3433,,3.02e-05,15.99,17.5
1357,4.452,,3.02e-05,16.03,17.5
1358,4.0753,,3.02e-05,15.98,17.5
1359,3.9396,,3.01e-05,16.01,17.5
1360,3.7885,,3.01e-05,16.05,17.5
1361,4.2316,,3.01e-05,15.99,17.5
1362,3.9072,,3.01e-05,15.96,17.5
1363,4.3635,,3.00e-05,15.99,17.5
1364,4.2778,,3.00e-05,16.05,17.5
1365,3.3503,,3.00e-05,15.98,17.5
1366,4.1555,,3.00e-05,16.07,17.5
1367,3.6136,,2.99e-05,16.11,17.5
1368,4.1301,,2.99e-05,16.01,17.5
1369,4.1948,,2.99e-05,16.11,17.5
1370,4.6399,,2.98e-05,16.09,17.5
1371,3.8915,,2.98e-05,16.04,17.5
1372,3.5298,,2.98e-05,16.14,17.5
1373,4.2316,,2.98e-05,16.02,17.5
1374,3.9512,,2.97e-05,16.05,17.5
1375,3.8769,,2.97e-05,16.06,17.5
1376,4.2567,,2.97e-05,16.11,17.5
1377,3.8323,,2.97e-05,16.0,17.5
1378,4.1776,,2.96e-05,16.08,17.5
1379,4.1447,,2.96e-05,16.1,17.5
1380,3.3668,,2.96e-05,16.0,17.5
1381,3.6533,,2.96e-05,16.16,17.5
1382,3.8958,,2.95e-05,16.08,17.5
1383,4.7367,,2.95e-05,16.04,17.5
1384,3.9147,,2.95e-05,16.16,17.5
1385,3.8873,,2.94e-05,16.11,17.5
1386,3.0643,,2.94e-05,16.08,17.5
1387,4.4723,,2.94e-05,16.15,17.5
1388,3.1197,,2.94e-05,16.17,17.5
1389,4.134,,2.93e-05,16.17,17.5
1390,3.6575,,2.93e-05,16.09,17.5
1391,3.7094,,2.93e-05,16.14,17.5
1392,3.8175,,2.93e-05,16.11,17.5
1393,3.9497,,2.92e-05,16.06,17.5
1394,3.7924,,2.92e-05,16.09,17.5
1395,4.229,,2.92e-05,16.09,17.5
1396,4.4411,,2.92e-05,16.09,17.5
1397,3.5386,,2.91e-05,16.06,17.5
1398,4.483,,2.91e-05,16.07,17.5
1399,4.0049,,2.91e-05,16.02,17.5
1400,4.0995,,2.90e-05,15.97,17.5
1401,3.9274,,2.90e-05,16.01,17.5
1402,4.3971,,2.90e-05,15.93,17.5
1403,4.2731,,2.90e-05,15.87,17.5
1404,4.141,,2.89e-05,15.9,17.5
1405,3.7432,,2.89e-05,15.93,17.5
1406,3.9006,,2.89e-05,15.82,17.5
1407,4.5991,,2.89e-05,15.91,17.5
1408,3.9483,,2.88e-05,15.92,17.5
1409,4.3229,,2.88e-05,15.86,17.5
1410,3.5266,,2.88e-05,15.96,17.5
1411,4.312,,2.88e-05,15.91,17.5
1412,4.0669,,2.87e-05,15.89,17.5
1413,4.2799,,2.87e-05,15.93,17.5
1414,3.5829,,2.87e-05,15.97,17.5
1415,3.0552,,2.86e-05,15.86,17.5
1416,4.4203,,2.86e-05,15.95,17.5
1417,4.3289,,2.86e-05,16.0,17.5
1418,4.4137,,2.86e-05,15.87,17.5
1419,3.9118,,2.85e-05,16.0,17.5
1420,4.0084,,2.85e-05,16.03,17.5
1421,3.4589,,2.85e-05,16.01,17.5
1422,4.3659,,2.85e-05,16.02,17.5
1423,4.36,,2.84e-05,16.02,17.5
1424,4.2189,,2.84e-05,15.96,17.5
1425,4.052,,2.84e-05,15.96,17.5
1426,3.5473,,2.83e-05,16.0,17.5
1427,3.579,,2.83e-05,15.9,17.5
1428,4.1108,,2.83e-05,16.0,17.5
1429,3.4085,,2.83e-05,15.98,17.5
1430,3.8966,,2.82e-05,15.94,17.5
1431,3.4712,,2.82e-05,16.03,17.5
1432,3.5012,,2.82e-05,15.97,17.5
1433,3.8958,,2.82e-05,15.96,17.5
1434,4.4502,,2.81e-05,16.03,17.5
1435,3.6743,,2.81e-05,16.04,17.5
1436,4.2078,,2.81e-05,15.97,17.5
1437,4.243,,2.81e-05,16.05,17.5
1438,4.1813,,2.80e-05,16.03,17.5
1439,4.221,,2.80e-05,15.97,17.5
1440,4.1264,,2.80e-05,16.03,17.5
1441,4.1195,,2.79e-05,16.06,17.5
1442,4.0781,,2.79e-05,16.05,17.5
1443,3.6832,,2.79e-05,16.0,17.5
1444,4.0882,,2.79e-05,15.99,17.5
1445,3.9678,,2.78e-05,16.05,17.5
1446,3.9093,,2.78e-05,15.98,17.5
1447,3.8698,,2.78e-05,16.01,17.5
1448,4.2193,,2.78e-05,15.98,17.5
1449,4.2599,,2.77e-05,15.99,17.5
1450,3.8433,,2.77e-05,15.96,17.5
1451,4.5854,,2.77e-05,15.95,17.5
1452,4.026,,2.76e-05,16.0,17.5
1453,4.399,,2.76e-05,15.92,17.5
1454,4.3841,,2.76e-05,16.08,17.5
1455,3.8688,,2.76e-05,16.03,17.5
1456,3.9015,,2.75e-05,16.02,17.5
1457,4.278,,2.75e-05,16.11,17.5
1458,4.1393,,2.75e-05,16.07,17.5
1459,3.968,,2.75e-05,16.04,17.5
1460,4.3342,,2.74e-05,16.11,17.5
1461,4.3874,,2.74e-05,16.15,17.5
1462,4.0729,,2.74e-05,16.08,17.5
1463,4.3027,,2.74e-05,16.06,17.5
1464,3.9784,,2.73e-05,16.07,17.5
1465,4.3845,,2.73e-05,15.99,17.5
1466,4.2177,,2.73e-05,16.04,17.5
1467,4.2014,,2.72e-05,16.01,17.5
1468,4.1949,,2.72e-05,15.94,17.5
1469,4.4912,,2.72e-05,16.01,17.5
1470,4.6262,,2.72e-05,15.93,17.5
1471,3.4917,,2.71e-05,15.85,17.5
1472,3.9437,,2.71e-05,15.89,17.5
1473,4.555,,2.71e-05,15.89,17.5
1474,4.3965,,2.71e-05,15.81,17.5
1475,4.3918,,2.70e-05,15.85,17.5
1476,4.3882,,2.70e-05,15.89,17.5
1477,2.7709,,2.70e-05,15.77,17.5
1478,3.5815,,2.69e-05,15.9,17.5
1479,4.2804,,2.69e-05,15.84,17.5
1480,4.3701,,2.69e-05,15.81,17.5
1481,4.3202,,2.69e-05,15.86,17.5
1482,4.0805,,2.68e-05,15.88,17.5
1483,4.3586,,2.68e-05,15.83,17.5
1484,3.7595,,2.68e-05,15.92,17.5
1485,3.3125,,2.68e-05,15.96,17.5
1486,3.9228,,2.67e-05,15.82,17.5
1487,4.202,,2.67e-05,15.94,17.5
1488,4.1682,,2.67e-05,15.94,17.5
1489,4.0037,,2.67e-05,15.92,17.5
1490,3.4908,,2.66e-05,15.96,17.5
1491,4.4499,,2.66e-05,15.98,17.5
1492,3.9561,,2.66e-05,16.0,17.5
1493,3.0585,,2.65e-05,15.92,17.5
1494,3.9624,,2.65e-05,16.03,17.5
1495,4.1927,,2.65e-05,15.99,17.5
1496,4.1145,,2.65e-05,15.97,17.5
1497,4.2958,,2.64e-05,15.97,17.5
1498,3.6544,,2.64e-05,16.05,17.5
1499,4.216,,2.64e-05,15.99,17.5
1500,3.2363,,2.64e-05,15.95,17.5
1500,,4.331,2.64e-05,,14.41
1501,3.5691,,2.63e-05,15.47,16.46
1502,2.9966,,2.63e-05,15.38,16.46
1503,3.9093,,2.63e-05,15.33,16.46
1504,4.3119,,2.62e-05,15.32,16.46
1505,3.5702,,2.62e-05,15.4,16.46
1506,4.392,,2.62e-05,15.49,16.46
1507,3.79,,2.62e-05,15.44,16.46
1508,4.0687,,2.61e-05,15.63,16.46
1509,3.8821,,2.61e-05,15.71,16.46
1510,4.3053,,2.61e-05,15.73,16.46
1511,3.9654,,2.61e-05,15.83,16.47
1512,3.3673,,2.60e-05,15.87,16.47
1513,3.9548,,2.60e-05,15.9,16.48
1514,3.9933,,2.60e-05,15.91,16.48
1515,3.2577,,2.59e-05,15.97,16.48
1516,4.0591,,2.59e-05,15.9,16.48
1517,4.4408,,2.59e-05,15.97,16.48
1518,4.5455,,2.59e-05,15.96,16.48
1519,3.7889,,2.58e-05,15.94,16.48
1520,4.5286,,2.58e-05,16.09,16.48
1521,4.1801,,2.58e-05,15.98,16.48
1522,3.4068,,2.58e-05,16.0,16.48
1523,4.3831,,2.57e-05,16.06,16.48
1524,3.6051,,2.57e-05,16.12,16.48
1525,3.7675,,2.57e-05,15.98,16.48
1526,4.3709,,2.56e-05,16.09,16.48
1527,4.5728,,2.56e-05,16.15,16.48
1528,3.9506,,2.56e-05,15.97,16.48
1529,3.695,,2.56e-05,16.04,16.48
1530,3.9228,,2.55e-05,15.99,16.48
1531,4.3203,,2.55e-05,15.93,16.48
1532,3.1165,,2.55e-05,15.95,16.48
1533,4.1201,,2.55e-05,15.93,16.48
1534,4.2594,,2.54e-05,15.88,16.48
1535,3.5764,,2.54e-05,15.9,16.48
1536,3.3777,,2.54e-05,15.8,16.48
1537,3.4282,,2.54e-05,15.8,16.48
1538,4.3656,,2.53e-05,15.79,16.48
1539,3.5871,,2.53e-05,15.83,16.48
1540,4.2762,,2.53e-05,15.85,16.48
1541,4.6344,,2.52e-05,15.82,16.48
1542,4.2553,,2.52e-05,15.85,16.48
1543,3.9579,,2.52e-05,15.92,16.48
1544,3.4779,,2.52e-05,15.84,16.48
1545,3.6655,,2.51e-05,15.93,16.48
1546,3.1921,,2.51e-05,15.89,16.48
1547,3.6811,,2.51e-05,15.94,16.48
1548,4.2116,,2.51e-05,15.86,16.48
1549,4.2645,,2.50e-05,15.95,16.48
1550,3.9995,,2.50e-05,15.93,16.48
1551,3.8557,,2.50e-05,15.83,16.48
1552,4.1288,,2.49e-05,15.95,16.48
1553,4.1541,,2.49e-05,15.95,16.48
1554,4.2055,,2.49e-05,15.89,16.48
1555,4.326,,2.49e-05,15.91,16.49
1556,3.7944,,2.48e-05,15.96,16.5
1557,3.4099,,2.48e-05,15.92,16.5
1558,4.2283,,2.48e-05,15.92,16.5
1559,4.0587,,2.48e-05,15.96,16.5
1560,3.6175,,2.47e-05,15.87,16.5
1561,4.0468,,2.47e-05,15.98,16.5
1562,4.1681,,2.47e-05,15.98,16.51
1563,3.9072,,2.46e-05,15.89,16.51
1564,4.3053,,2.46e-05,16.0,16.51
1565,3.0844,,2.46e-05,15.91,16.51
1566,4.0847,,2.46e-05,15.93,16.51
1567,4.3144,,2.45e-05,15.95,16.51
1568,3.3505,,2.45e-05,15.98,16.51
1569,3.9022,,2.45e-05,15.87,16.51
1570,4.3583,,2.45e-05,15.97,16.51
1571,3.5865,,2.44e-05,16.04,16.51
1572,3.4714,,2.44e-05,15.88,16.51
1573,3.7676,,2.44e-05,16.0,16.51
1574,3.9907,,2.44e-05,15.94,16.51
1575,3.9098,,2.43e-05,15.9,16.51
1576,4.2452,,2.43e-05,15.98,16.51
1577,4.2473,,2.43e-05,15.97,16.51
1578,3.9895,,2.42e-05,15.93,16.51
1579,4.2145,,2.42e-05,15.93,16.51
1580,3.9894,,2.42e-05,15.98,16.51
1581,4.4883,,2.42e-05,15.94,16.51
1582,4.1066,,2.41e-05,16.02,16.51
1583,3.5573,,2.41e-05,16.01,16.51
1584,4.2039,,2.41e-05,16.01,16.51
1585,4.0578,,2.41e-05,16.11,16.51
1586,3.5374,,2.40e-05,16.02,16.51
1587,4.478,,2.40e-05,16.05,16.51
1588,4.1868,,2.40e-05,16.06,16.51
1589,4.6045,,2.39e-05,16.05,16.51
1590,4.434,,2.39e-05,15.98,16.51
1591,3.7779,,2.39e-05,16.01,16.51
1592,3.8898,,2.39e-05,16.0,16.51
1593,3.5883,,2.38e-05,15.94,16.51
1594,4.0483,,2.38e-05,15.97,16.51
1595,3.9863,,2.38e-05,15.96,16.51
1596,3.8937,,2.38e-05,15.99,16.51
1597,3.9268,,2.37e-05,15.88,16.51
1598,3.1898,,2.37e-05,15.87,16.51
1599,3.9365,,2.37e-05,15.94,16.51
1600,3.7622,,2.36e-05,15.82,16.51
1601,4.3184,,2.36e-05,15.8,16.51
1602,4.2244,,2.36e-05,15.81,16.51
1603,4.2421,,2.36e-05,15.82,16.51
1604,3.913,,2.35e-05,15.72,16.51
1605,3.9603,,2.35e-05,15.8,16.51
1606,3.6591,,2.35e-05,15.77,16.51
1607,3.7488,,2.35e-05,15.7,16.51
1608,3.7016,,2.34e-05,15.81,16.51
1609,4.1664,,2.34e-05,15.74,16.51
1610,3.4069,,2.34e-05,15.72,16.51
1611,3.5853,,2.33e-05,15.76,16.51
1612,3.7732,,2.33e-05,15.78,16.51
1613,3.7631,,2.33e-05,15.72,16.51
1614,3.859,,2.33e-05,15.81,16.51
1615,4.5339,,2.32e-05,15.77,16.51
1616,3.5516,,2.32e-05,15.77,16.51
1617,3.7933,,2.32e-05,15.87,16.51
1618,3.7964,,2.32e-05,15.79,16.51
1619,4.3895,,2.31e-05,15.78,16.51
1620,4.365,,2.31e-05,15.79,16.51
1621,3.7581,,2.31e-05,15.84,16.51
1622,4.2632,,2.31e-05,15.76,16.51
1623,3.4016,,2.30e-05,15.86,16.51
1624,3.6571,,2.30e-05,15.85,16.51
1625,3.2483,,2.30e-05,15.77,16.51
1626,3.9625,,2.29e-05,15.91,16.51
1627,3.7749,,2.29e-05,15.89,16.51
1628,3.7498,,2.29e-05,15.86,16.51
1629,4.4523,,2.29e-05,15.92,16.51
1630,4.0241,,2.28e-05,15.97,16.51
1631,3.8796,,2.28e-05,15.86,16.51
1632,3.5326,,2.28e-05,16.21,16.51
1633,4.3529,,2.28e-05,15.96,16.51
1634,4.1962,,2.27e-05,15.84,16.51
1635,2.2918,,2.27e-05,15.89,16.51
1636,3.7042,,2.27e-05,15.89,16.51
1637,3.6489,,2.26e-05,15.82,16.51
1638,4.1374,,2.26e-05,15.89,16.51
1639,4.0513,,2.26e-05,15.88,16.51
1640,4.102,,2.26e-05,15.87,16.51
1641,3.4586,,2.25e-05,15.88,16.51
1642,3.763,,2.25e-05,16.31,16.51
1643,3.3651,,2.25e-05,16.83,16.51
1644,4.0055,,2.25e-05,16.03,16.51
1645,4.1611,,2.24e-05,16.28,16.51
1646,3.9131,,2.24e-05,16.65,16.51
1647,3.9879,,2.24e-05,16.21,16.51
1648,3.9994,,2.24e-05,16.13,16.51
1649,4.1629,,2.23e-05,16.08,16.51
1650,4.5066,,2.23e-05,16.17,16.51
1651,3.7021,,2.23e-05,16.11,16.51
1652,4.2527,,2.22e-05,16.12,16.51
1653,3.936,,2.22e-05,16.15,16.51
1654,3.507,,2.22e-05,16.23,16.51
1655,3.327,,2.22e-05,16.12,16.51
1656,3.6278,,2.21e-05,16.22,16.51
1657,4.1077,,2.21e-05,16.12,16.51
1658,3.7554,,2.21e-05,16.11,16.51
1659,4.4956,,2.21e-05,16.16,16.51
1660,3.7224,,2.20e-05,16.03,16.51
1661,4.0002,,2.20e-05,16.11,16.51
1662,4.5227,,2.20e-05,16.1,16.51
1663,3.4644,,2.19e-05,15.97,16.51
1664,3.455,,2.19e-05,16.07,16.51
1665,3.9901,,2.19e-05,16.02,16.51
1666,4.3287,,2.19e-05,15.95,16.51
1667,4.2095,,2.18e-05,15.99,16.51
1668,2.8604,,2.18e-05,15.92,16.51
1669,3.8654,,2.18e-05,15.94,16.51
1670,4.2388,,2.18e-05,15.9,16.51
1671,3.899,,2.17e-05,15.92,16.51
1672,3.8509,,2.17e-05,15.83,16.51
1673,4.5755,,2.17e-05,15.93,16.51
1674,4.5395,,2.17e-05,15.87,16.51
1675,4.4417,,2.16e-05,15.84,16.51
1676,4.4387,,2.16e-05,15.92,16.51
1677,4.4041,,2.16e-05,15.87,16.51
1678,3.514,,2.15e-05,15.84,16.51
1679,4.4432,,2.15e-05,15.9,16.51
1680,3.9512,,2.15e-05,15.95,16.51
1681,4.2239,,2.15e-05,15.9,16.51
1682,4.4295,,2.14e-05,15.99,16.51
1683,3.1765,,2.14e-05,16.04,16.51
1684,3.6048,,2.14e-05,15.9,16.51
1685,4.0292,,2.14e-05,16.02,16.51
1686,2.9524,,2.13e-05,16.05,16.51
1687,3.8809,,2.13e-05,15.95,16.51
1688,4.0293,,2.13e-05,16.04,16.51
1689,3.9897,,2.12e-05,16.03,16.51
1690,3.7242,,2.12e-05,15.97,16.51
1691,3.4881,,2.12e-05,16.0,16.51
1692,3.5494,,2.12e-05,16.04,16.51
1693,3.8225,,2.11e-05,15.94,16.51
1694,4.3569,,2.11e-05,16.07,16.51
1695,3.5619,,2.11e-05,16.02,16.51
1696,3.6134,,2.11e-05,16.0,16.51
1697,3.9377,,2.10e-05,16.07,16.51
1698,4.0205,,2.10e-05,16.01,16.51
1699,3.7479,,2.10e-05,16.01,16.51
1700,4.316,,2.10e-05,16.07,16.51
1701,4.4382,,2.09e-05,16.07,16.51
1702,4.027,,2.09e-05,15.98,16.51
1703,2.9374,,2.09e-05,16.06,16.51
1704,4.0991,,2.08e-05,16.01,16.51
1705,4.0389,,2.08e-05,15.98,16.51
1706,3.7777,,2.08e-05,16.14,16.51
1707,4.4702,,2.08e-05,15.98,16.51
1708,3.4519,,2.07e-05,16.05,16.51
1709,4.0597,,2.07e-05,16.15,16.51
1710,3.4954,,2.07e-05,15.98,16.51
1711,4.1995,,2.07e-05,16.07,16.51
1712,4.1115,,2.06e-05,16.14,16.51
1713,3.7295,,2.06e-05,16.05,16.51
1714,3.6191,,2.06e-05,16.12,16.51
1715,3.6683,,2.06e-05,16.11,16.51
1716,3.8065,,2.05e-05,16.08,16.51
1717,3.8289,,2.05e-05,16.07,16.51
1718,3.4586,,2.05e-05,16.1,16.51
1719,3.8071,,2.04e-05,16.02,16.51
1720,4.0682,,2.04e-05,16.13,16.51
1721,4.0049,,2.04e-05,16.1,16.51
1722,4.0895,,2.04e-05,16.01,16.51
1723,3.7068,,2.03e-05,16.09,16.51
1724,3.6246,,2.03e-05,16.05,16.51
1725,4.2095,,2.03e-05,15.99,16.51
1726,4.1179,,2.03e-05,16.05,16.51
1727,3.715,,2.02e-05,16.0,16.51
1728,4.4479,,2.02e-05,15.96,16.51
1729,4.1992,,2.02e-05,15.97,16.51
1730,3.9524,,2.02e-05,15.96,16.51
1731,4.2213,,2.01e-05,15.89,16.51
1732,3.923,,2.01e-05,15.89,16.51
1733,4.3856,,2.01e-05,15.93,16.51
1734,4.2594,,2.00e-05,15.78,16.51
1735,3.6606,,2.00e-05,15.85,16.51
1736,4.1874,,2.00e-05,15.87,16.51
1737,4.2619,,2.00e-05,15.78,16.51
1738,4.4664,,1.99e-05,15.83,16.51
1739,3.4353,,1.99e-05,15.85,16.51
1740,4.083,,1.99e-05,15.75,16.51
1741,3.9842,,1.99e-05,15.85,16.51
1742,3.3348,,1.98e-05,15.88,16.51
1743,3.762,,1.98e-05,15.73,16.51
1744,4.284,,1.98e-05,15.84,16.51
1745,3.8145,,1.98e-05,15.83,16.51
1746,3.007,,1.97e-05,15.81,16.51
1747,4.5623,,1.97e-05,15.84,16.51
1748,4.4768,,1.97e-05,15.85,16.51
1749,4.1668,,1.97e-05,15.8,16.51
1750,3.8425,,1.96e-05,15.87,16.51
1750,,4.3286,1.96e-05,,14.43
1751,4.2883,,1.96e-05,15.6,16.48
1752,3.6319,,1.96e-05,15.2,16.48
1753,4.6272,,1.95e-05,15.24,16.48
1754,3.899,,1.95e-05,15.27,16.48
1755,4.1761,,1.95e-05,15.3,16.48
1756,3.9622,,1.95e-05,15.29,16.48
1757,4.0325,,1.94e-05,15.47,16.48
1758,4.3991,,1.94e-05,15.55,16.48
1759,3.7107,,1.94e-05,15.54,16.48
1760,4.3406,,1.94e-05,15.69,16.48
1761,4.3193,,1.93e-05,15.7,16.48
1762,3.8444,,1.93e-05,15.7,16.48
1763,4.0005,,1.93e-05,15.75,16.48
1764,3.8102,,1.93e-05,15.81,16.48
1765,3.2083,,1.92e-05,15.73,16.48
1766,3.7782,,1.92e-05,15.87,16.48
1767,4.2311,,1.92e-05,15.85,16.48
1768,4.3138,,1.92e-05,15.84,16.48
1769,3.9194,,1.91e-05,15.92,16.48
1770,3.6026,,1.91e-05,15.88,16.48
1771,3.5828,,1.91e-05,15.89,16.48
1772,3.5455,,1.90e-05,16.0,16.48
1773,4.1539,,1.90e-05,15.98,16.48
1774,4.0779,,1.90e-05,15.95,16.48
1775,3.8379,,1.90e-05,16.06,16.48
1776,3.8021,,1.89e-05,16.01,16.48
1777,4.0179,,1.89e-05,15.91,16.48
1778,3.4898,,1.89e-05,16.04,16.48
1779,4.032,,1.89e-05,15.99,16.48
1780,3.226,,1.88e-05,15.95,16.48
1781,4.1355,,1.88e-05,16.05,16.48
1782,4.332,,1.88e-05,15.97,16.48
1783,4.4873,,1.88e-05,15.97,16.48
