step,train_loss,val_loss,lr,sec_per_step
304,4.7592,,9.49e-05,1.21
305,4.5031,,9.48e-05,1.25
306,4.6698,,9.48e-05,1.32
307,4.5441,,9.47e-05,1.33
308,5.3154,,9.47e-05,1.18
309,4.5331,,9.46e-05,1.19
310,4.6648,,9.46e-05,1.28
311,4.4605,,9.45e-05,1.35
312,4.7734,,9.44e-05,1.37
313,4.686,,9.44e-05,1.16
314,5.1163,,9.43e-05,1.18
315,4.5087,,9.43e-05,1.18
316,4.913,,9.42e-05,1.17
317,4.5309,,9.42e-05,1.25
318,4.6773,,9.41e-05,1.13
319,4.63,,9.41e-05,1.24
320,4.7355,,9.40e-05,1.24
321,4.7181,,9.40e-05,1.19
322,4.3395,,9.39e-05,1.23
323,4.7953,,9.39e-05,1.14
324,5.0414,,9.38e-05,1.18
325,4.4577,,9.38e-05,1.16
326,4.8037,,9.37e-05,1.16
327,4.9246,,9.37e-05,1.24
328,5.0578,,9.36e-05,1.14
329,4.5497,,9.35e-05,1.25
330,4.4349,,9.35e-05,1.17
331,4.769,,9.34e-05,1.16
332,4.6873,,9.34e-05,1.26
333,4.8177,,9.33e-05,1.21
334,4.4967,,9.33e-05,1.18
335,4.7615,,9.32e-05,1.16
336,4.692,,9.32e-05,1.17
337,4.6508,,9.31e-05,1.27
338,4.5935,,9.30e-05,1.16
339,4.872,,9.30e-05,1.31
340,4.2788,,9.29e-05,1.67
341,4.852,,9.29e-05,1.52
342,4.4421,,9.28e-05,1.46
343,4.9472,,9.27e-05,1.33
344,4.8517,,9.27e-05,1.23
345,4.63,,9.26e-05,1.19
346,4.6051,,9.26e-05,1.19
347,4.5795,,9.25e-05,1.41
348,4.869,,9.25e-05,1.2
349,4.712,,9.24e-05,1.35
350,4.3801,,9.23e-05,1.2
351,4.3292,,9.23e-05,1.27
352,4.6333,,9.22e-05,1.34
353,4.7777,,9.22e-05,1.23
354,4.6918,,9.21e-05,1.23
355,4.4646,,9.20e-05,1.28
356,4.552,,9.20e-05,1.26
357,4.7746,,9.19e-05,1.45
358,4.7788,,9.19e-05,1.32
359,4.3557,,9.18e-05,1.26
360,4.4742,,9.17e-05,1.2
361,4.6604,,9.17e-05,1.29
362,4.8238,,9.16e-05,1.46
363,4.463,,9.15e-05,1.33
364,4.4967,,9.15e-05,1.25
365,4.5991,,9.14e-05,1.24
366,4.5311,,9.14e-05,1.32
367,4.8367,,9.13e-05,1.34
368,4.5357,,9.12e-05,1.35
369,4.8422,,9.12e-05,1.44
370,4.2434,,9.11e-05,1.3
371,4.515,,9.10e-05,1.22
372,4.7185,,9.10e-05,1.31
373,4.8396,,9.09e-05,1.16
374,4.6153,,9.08e-05,1.19
375,4.5098,,9.08e-05,1.21
376,4.7384,,9.07e-05,1.2
377,4.4165,,9.06e-05,1.38
378,4.7819,,9.06e-05,1.13
379,4.2406,,9.05e-05,1.18
380,4.326,,9.05e-05,1.21
381,4.4034,,9.04e-05,1.31
382,4.5666,,9.03e-05,1.26
383,4.6981,,9.03e-05,1.15
384,4.916,,9.02e-05,1.29
385,4.5464,,9.01e-05,1.25
386,4.6332,,9.01e-05,1.33
387,4.7021,,9.00e-05,1.34
388,4.5303,,8.99e-05,1.16
389,4.8068,,8.98e-05,1.36
390,4.33,,8.98e-05,1.32
391,4.4355,,8.97e-05,1.26
392,4.9066,,8.96e-05,1.33
393,4.8113,,8.96e-05,1.22
394,4.9242,,8.95e-05,1.4
395,4.5205,,8.94e-05,1.28
396,4.4638,,8.94e-05,1.21
397,4.5719,,8.93e-05,1.28
398,4.4684,,8.92e-05,1.16
399,4.6572,,8.92e-05,1.22
400,4.7323,,8.91e-05,1.3
401,4.5805,,8.90e-05,1.27
402,4.7348,,8.90e-05,1.38
403,4.5215,,8.89e-05,1.21
404,4.8055,,8.88e-05,1.22
405,4.8262,,8.87e-05,1.22
406,4.4478,,8.87e-05,1.18
407,4.8819,,8.86e-05,1.29
408,4.3722,,8.85e-05,1.2
409,4.6478,,8.85e-05,1.24
410,4.553,,8.84e-05,1.22
411,4.6307,,8.83e-05,1.2
412,4.6415,,8.82e-05,1.29
413,4.5364,,8.82e-05,1.16
414,4.648,,8.81e-05,1.21
415,4.4812,,8.80e-05,1.18
416,4.748,,8.79e-05,1.23
417,4.6829,,8.79e-05,1.3
418,4.8751,,8.78e-05,1.17
419,4.6315,,8.77e-05,1.19
420,5.1877,,8.77e-05,1.2
421,4.4627,,8.76e-05,1.23
422,5.0118,,8.75e-05,1.37
423,4.4845,,8.74e-05,1.15
424,4.6511,,8.74e-05,1.2
425,4.5578,,8.73e-05,1.25
426,4.6596,,8.72e-05,1.25
427,4.6697,,8.71e-05,1.34
428,4.5918,,8.71e-05,1.2
429,4.5037,,8.70e-05,1.26
430,4.6237,,8.69e-05,1.26
431,4.7316,,8.68e-05,1.23
432,4.7074,,8.68e-05,1.3
433,4.6929,,8.67e-05,1.18
434,4.5883,,8.66e-05,1.22
435,4.5139,,8.65e-05,1.22
436,4.6346,,8.64e-05,1.18
437,4.3421,,8.64e-05,1.33
438,4.5847,,8.63e-05,1.16
439,4.7355,,8.62e-05,1.24
440,4.7609,,8.61e-05,1.21
441,4.6989,,8.61e-05,1.21
442,4.7519,,8.60e-05,1.31
443,4.5876,,8.59e-05,1.16
444,4.7982,,8.58e-05,1.24
445,4.7117,,8.57e-05,1.21
446,4.6437,,8.57e-05,1.24
447,4.7306,,8.56e-05,1.29
448,4.5577,,8.55e-05,1.17
449,4.6888,,8.54e-05,1.21
450,4.6282,,8.54e-05,1.23
451,4.6834,,8.53e-05,1.21
452,4.6183,,8.52e-05,1.26
453,4.6443,,8.51e-05,1.16
454,4.4896,,8.50e-05,1.2
455,3.9519,,8.50e-05,1.2
456,4.6639,,8.49e-05,1.23
457,4.4547,,8.48e-05,1.27
458,4.5412,,8.47e-05,1.17
459,4.5324,,8.46e-05,1.19
460,4.815,,8.46e-05,1.22
461,4.5454,,8.45e-05,1.19
462,4.3877,,8.44e-05,1.27
463,4.5548,,8.43e-05,1.15
464,4.5555,,8.42e-05,1.2
465,4.3998,,8.41e-05,1.19
466,4.6151,,8.41e-05,1.19
467,4.8739,,8.40e-05,1.27
468,4.7222,,8.39e-05,1.17
469,4.6129,,8.38e-05,1.19
470,4.4416,,8.37e-05,1.2
471,4.3463,,8.37e-05,1.22
472,4.7904,,8.36e-05,1.27
473,4.4832,,8.35e-05,1.16
474,4.278,,8.34e-05,1.23
475,4.481,,8.33e-05,1.22
476,4.6271,,8.32e-05,1.24
477,5.0279,,8.31e-05,1.33
478,4.6454,,8.31e-05,1.19
479,4.7756,,8.30e-05,1.26
480,4.8683,,8.29e-05,1.18
481,4.4458,,8.28e-05,1.19
482,4.5183,,8.27e-05,1.27
483,4.3189,,8.26e-05,1.17
484,4.529,,8.26e-05,1.21
485,4.8999,,8.25e-05,1.2
486,4.7892,,8.24e-05,1.19
487,4.3942,,8.23e-05,1.25
488,4.6755,,8.22e-05,1.19
489,4.8811,,8.21e-05,1.2
490,4.6519,,8.20e-05,1.21
491,4.1204,,8.20e-05,1.18
492,4.5544,,8.19e-05,1.29
493,4.4166,,8.18e-05,1.15
494,4.9376,,8.17e-05,1.2
495,4.4852,,8.16e-05,1.21
496,4.8595,,8.15e-05,1.21
497,4.5885,,8.14e-05,1.25
498,4.6348,,8.13e-05,1.16
499,4.6693,,8.13e-05,1.23
500,4.4615,,8.12e-05,1.24
500,,4.57,8.12e-05,
501,4.7418,,8.11e-05,1.12
502,5.0721,,8.10e-05,1.3
503,4.5456,,8.09e-05,1.3
504,4.6097,,8.08e-05,1.27
505,4.6744,,8.07e-05,1.32
506,4.7849,,8.06e-05,1.22
507,4.6382,,8.06e-05,1.32
508,4.4889,,8.05e-05,1.2
509,4.3309,,8.04e-05,1.23
510,4.6991,,8.03e-05,1.24
511,4.774,,8.02e-05,1.18
512,4.7926,,8.01e-05,1.28
513,4.5053,,8.00e-05,1.2
514,4.4725,,7.99e-05,1.24
515,4.7959,,7.98e-05,1.27
516,4.6196,,7.98e-05,1.22
517,4.7195,,7.97e-05,1.32
518,4.4227,,7.96e-05,1.17
519,4.6295,,7.95e-05,1.23
520,4.3838,,7.94e-05,1.21
521,4.6517,,7.93e-05,1.19
522,4.7641,,7.92e-05,1.33
523,4.5651,,7.91e-05,1.15
524,4.5222,,7.90e-05,1.22
525,4.8316,,7.89e-05,1.22
526,4.6927,,7.88e-05,1.2
527,4.557,,7.88e-05,1.29
528,4.78,,7.87e-05,1.18
529,4.4372,,7.86e-05,1.2
530,4.7648,,7.85e-05,1.25
531,4.5384,,7.84e-05,1.22
532,4.7112,,7.83e-05,1.26
533,4.806,,7.82e-05,1.19
534,4.4917,,7.81e-05,1.22
535,4.7842,,7.80e-05,1.22
536,4.7215,,7.79e-05,1.24
537,4.764,,7.78e-05,120.94
538,4.4576,,7.77e-05,1.04
539,4.3841,,7.76e-05,1.02
540,4.7638,,7.75e-05,1.06
541,4.5945,,7.75e-05,1.08
542,4.5787,,7.74e-05,1.19
543,4.6988,,7.73e-05,1.15
544,4.4757,,7.72e-05,1.13
545,4.6034,,7.71e-05,1.18
546,4.7296,,7.70e-05,1.24
547,4.6156,,7.69e-05,1.2
548,4.3413,,7.68e-05,1.19
549,4.5412,,7.67e-05,1.18
550,4.6964,,7.66e-05,1.12
551,4.5572,,7.65e-05,1.16
552,4.6606,,7.64e-05,1.18
553,4.5857,,7.63e-05,1.07
554,4.862,,7.62e-05,1.06
555,4.8505,,7.61e-05,1.1
556,4.5601,,7.60e-05,1.13
557,4.58,,7.59e-05,1.17
