step,train_loss,val_loss,lr,sec_per_step
462,2.6452,,8.44e-05,1.13
463,2.9356,,8.43e-05,1.1
464,3.153,,8.42e-05,1.11
465,2.758,,8.41e-05,1.11
466,2.6457,,8.41e-05,1.12
467,2.1227,,8.40e-05,1.14
468,2.3821,,8.39e-05,1.13
469,2.4067,,8.38e-05,1.12
470,1.9225,,8.37e-05,1.13
471,1.7284,,8.37e-05,1.11
472,3.1615,,8.36e-05,1.12
473,2.1366,,8.35e-05,1.11
474,2.2866,,8.34e-05,1.11
475,1.7798,,8.33e-05,1.11
476,2.8312,,8.32e-05,1.11
477,2.8521,,8.31e-05,1.13
478,2.1813,,8.31e-05,1.11
479,2.286,,8.30e-05,1.12
480,2.8074,,8.29e-05,1.12
481,2.1277,,8.28e-05,1.11
482,2.4344,,8.27e-05,1.13
483,1.9194,,8.26e-05,1.11
484,2.2249,,8.26e-05,1.11
485,3.1664,,8.25e-05,1.11
486,2.1743,,8.24e-05,1.11
487,2.3271,,8.23e-05,1.12
488,2.2351,,8.22e-05,1.12
489,2.398,,8.21e-05,1.11
490,2.0214,,8.20e-05,1.11
491,1.9879,,8.20e-05,1.12
492,1.6652,,8.19e-05,1.16
493,1.7215,,8.18e-05,1.13
494,2.8666,,8.17e-05,1.13
495,2.4186,,8.16e-05,1.15
496,2.9014,,8.15e-05,1.14
497,1.9305,,8.14e-05,1.14
498,2.6824,,8.13e-05,1.13
499,1.9498,,8.13e-05,1.13
500,1.3491,,8.12e-05,1.15
500,,2.2892,8.12e-05,
501,2.6416,,8.11e-05,1.03
502,2.9067,,8.10e-05,0.98
503,2.8509,,8.09e-05,0.98
504,2.1434,,8.08e-05,1.04
505,1.7505,,8.07e-05,1.14
506,1.637,,8.06e-05,1.18
507,2.397,,8.06e-05,1.19
508,1.6937,,8.05e-05,1.16
509,2.2662,,8.04e-05,1.15
510,2.6677,,8.03e-05,1.15
511,2.4635,,8.02e-05,1.16
512,2.7303,,8.01e-05,1.17
513,2.1124,,8.00e-05,1.13
514,3.0632,,7.99e-05,1.14
515,2.6554,,7.98e-05,1.14
516,1.8465,,7.98e-05,1.14
517,1.9421,,7.97e-05,1.16
518,2.2528,,7.96e-05,1.13
519,2.2572,,7.95e-05,1.14
520,2.474,,7.94e-05,1.12
521,2.4733,,7.93e-05,1.14
522,2.2111,,7.92e-05,1.15
523,2.3716,,7.91e-05,1.13
524,2.7915,,7.90e-05,1.14
525,3.2659,,7.89e-05,1.13
526,2.2068,,7.88e-05,1.13
527,2.2975,,7.88e-05,1.15
528,2.7007,,7.87e-05,1.14
529,2.7259,,7.86e-05,1.13
530,2.8946,,7.85e-05,1.14
531,1.7411,,7.84e-05,1.12
532,2.5769,,7.83e-05,1.12
533,2.3811,,7.82e-05,1.12
534,2.166,,7.81e-05,1.12
535,2.4034,,7.80e-05,1.11
536,2.8284,,7.79e-05,1.12
537,2.9789,,7.78e-05,1.13
538,2.3004,,7.77e-05,1.12
539,1.9319,,7.76e-05,1.12
540,2.8705,,7.75e-05,1.13
541,2.7366,,7.75e-05,1.12
542,2.12,,7.74e-05,1.13
543,2.1516,,7.73e-05,1.11
544,2.2161,,7.72e-05,1.12
545,2.3676,,7.71e-05,1.13
546,2.0115,,7.70e-05,1.12
547,2.2541,,7.69e-05,1.13
548,2.2499,,7.68e-05,1.12
549,1.5665,,7.67e-05,1.12
550,2.6899,,7.66e-05,1.11
551,2.3743,,7.65e-05,1.12
552,2.1843,,7.64e-05,1.13
553,1.7293,,7.63e-05,1.12
554,2.3573,,7.62e-05,1.11
555,2.7876,,7.61e-05,1.12
556,2.1475,,7.60e-05,1.12
