step,train_loss,val_loss,lr,sec_per_step,mps_driver_gb
603,3.9702,,4.64e-05,11.17,11.27
604,3.9756,,4.64e-05,11.19,11.27
605,4.4579,,4.64e-05,11.25,11.27
606,4.4669,,4.63e-05,11.4,11.27
607,3.7694,,4.63e-05,11.39,11.27
608,4.3181,,4.63e-05,11.33,11.27
609,4.0317,,4.63e-05,11.32,11.27
610,4.0072,,4.63e-05,10.94,11.27
611,4.4026,,4.63e-05,11.01,11.27
612,4.3444,,4.63e-05,10.91,11.27
613,4.2975,,4.62e-05,10.88,11.27
614,4.2145,,4.62e-05,10.88,11.27
615,4.4313,,4.62e-05,10.85,11.27
616,3.9876,,4.62e-05,10.9,11.27
617,3.935,,4.62e-05,11.11,11.27
618,4.1252,,4.62e-05,11.04,11.27
619,3.1851,,4.62e-05,10.84,11.27
620,3.9888,,4.61e-05,10.69,11.27
621,4.087,,4.61e-05,10.7,11.27
622,4.1794,,4.61e-05,11.15,11.27
623,3.8979,,4.61e-05,11.36,11.27
624,3.9952,,4.61e-05,11.12,11.27
625,4.3372,,4.61e-05,11.55,11.27
626,3.9794,,4.60e-05,11.2,11.27
627,4.5385,,4.60e-05,11.13,11.27
628,3.686,,4.60e-05,11.33,11.27
629,3.4292,,4.60e-05,11.14,11.27
630,3.7425,,4.60e-05,11.15,11.27
631,4.1762,,4.60e-05,11.41,11.27
632,3.9829,,4.60e-05,11.27,11.27
633,3.8357,,4.59e-05,11.77,11.27
634,4.1636,,4.59e-05,11.75,11.27
635,4.0774,,4.59e-05,18.78,11.27
636,4.3413,,4.59e-05,11.42,11.27
637,4.401,,4.59e-05,11.35,11.27
638,4.1421,,4.59e-05,14.1,11.27
639,4.1049,,4.59e-05,13.22,11.27
640,4.2107,,4.58e-05,11.18,11.27
641,4.5126,,4.58e-05,11.33,11.27
642,3.9645,,4.58e-05,11.28,11.27
643,4.3095,,4.58e-05,11.26,11.27
644,3.6445,,4.58e-05,11.43,11.27
645,4.298,,4.58e-05,11.21,11.27
646,4.3891,,4.58e-05,11.28,11.27
647,3.6006,,4.57e-05,11.28,11.27
648,4.593,,4.57e-05,11.22,11.27
649,3.252,,4.57e-05,11.28,11.27
650,4.5949,,4.57e-05,11.3,11.27
651,4.291,,4.57e-05,10.97,11.27
652,4.2862,,4.57e-05,10.84,11.27
653,3.7309,,4.56e-05,10.82,11.27
654,4.2452,,4.56e-05,10.81,11.27
655,3.8323,,4.56e-05,10.82,11.27
656,3.5421,,4.56e-05,10.82,11.27
657,4.1222,,4.56e-05,10.82,11.27
658,3.8062,,4.56e-05,10.82,11.27
659,3.9054,,4.56e-05,10.74,11.27
660,3.9204,,4.55e-05,10.65,11.27
661,4.5399,,4.55e-05,10.69,11.27
662,4.1447,,4.55e-05,10.65,11.27
663,3.9361,,4.55e-05,10.67,11.27
664,4.5428,,4.55e-05,10.65,11.27
665,3.984,,4.55e-05,10.71,11.27
666,4.4884,,4.54e-05,10.69,11.27
667,3.5463,,4.54e-05,10.66,11.27
668,4.5503,,4.54e-05,10.66,11.27
669,4.3573,,4.54e-05,10.67,11.27
670,4.3933,,4.54e-05,10.72,11.27
671,4.234,,4.54e-05,10.8,11.27
672,3.3805,,4.54e-05,10.82,11.27
673,3.4909,,4.53e-05,10.97,11.27
674,4.4306,,4.53e-05,11.01,11.27
675,3.6523,,4.53e-05,10.83,11.27
676,3.2388,,4.53e-05,10.85,11.27
677,3.6969,,4.53e-05,10.7,11.27
678,4.0359,,4.53e-05,10.66,11.27
679,4.2987,,4.52e-05,10.81,11.27
680,3.0985,,4.52e-05,10.78,11.27
681,3.6408,,4.52e-05,10.63,11.27
682,4.312,,4.52e-05,10.62,11.27
683,4.3241,,4.52e-05,10.65,11.27
684,3.7627,,4.52e-05,10.62,11.27
685,4.5047,,4.51e-05,10.84,11.27
686,3.4795,,4.51e-05,10.65,11.27
687,4.5111,,4.51e-05,10.61,11.27
688,4.0231,,4.51e-05,10.73,11.27
689,4.6761,,4.51e-05,10.78,11.27
690,4.3357,,4.51e-05,10.85,11.27
691,3.7205,,4.50e-05,10.94,11.27
692,4.2125,,4.50e-05,11.04,11.27
693,3.995,,4.50e-05,10.94,11.27
694,4.2457,,4.50e-05,10.98,11.27
695,4.2598,,4.50e-05,10.64,11.27
696,4.7664,,4.50e-05,10.71,11.27
697,4.289,,4.50e-05,10.63,11.27
698,4.2423,,4.49e-05,10.58,11.27
699,4.5159,,4.49e-05,10.61,11.27
700,3.7287,,4.49e-05,10.6,11.27
701,4.1112,,4.49e-05,10.62,11.27
702,3.5993,,4.49e-05,10.75,11.27
703,3.7968,,4.49e-05,10.7,11.27
704,3.2587,,4.48e-05,10.61,11.27
705,4.4296,,4.48e-05,10.65,11.27
706,4.1639,,4.48e-05,10.7,11.27
707,4.2689,,4.48e-05,10.77,11.27
708,4.7279,,4.48e-05,10.85,11.27
709,4.6969,,4.48e-05,10.75,11.27
710,4.6401,,4.47e-05,10.75,11.27
711,4.1166,,4.47e-05,10.78,11.27
712,4.0157,,4.47e-05,10.75,11.27
713,4.4605,,4.47e-05,10.79,11.27
714,4.4356,,4.47e-05,10.84,11.27
715,3.7723,,4.47e-05,10.67,11.27
716,4.0347,,4.46e-05,10.6,11.27
717,4.2595,,4.46e-05,10.61,11.27
718,3.3861,,4.46e-05,10.59,11.27
719,4.056,,4.46e-05,10.72,11.27
720,4.2701,,4.46e-05,10.79,11.27
721,3.5593,,4.46e-05,10.62,11.27
722,4.2767,,4.45e-05,10.62,11.27
723,4.7355,,4.45e-05,10.61,11.27
724,4.4836,,4.45e-05,10.6,11.27
725,3.9975,,4.45e-05,10.94,11.27
726,4.012,,4.45e-05,10.85,11.27
727,3.8296,,4.45e-05,10.82,11.27
728,4.1966,,4.44e-05,10.75,11.27
729,4.1783,,4.44e-05,10.75,11.27
730,4.5727,,4.44e-05,10.82,11.27
731,3.2301,,4.44e-05,11.01,11.27
732,4.4525,,4.44e-05,10.79,11.27
733,4.6299,,4.43e-05,10.78,11.27
734,4.4763,,4.43e-05,10.74,11.27
735,4.2686,,4.43e-05,10.77,11.27
736,4.3442,,4.43e-05,10.81,11.27
737,3.9735,,4.43e-05,10.74,11.27
738,4.003,,4.43e-05,10.6,11.27
739,4.5567,,4.42e-05,10.61,11.27
740,4.1555,,4.42e-05,10.57,11.27
741,4.0797,,4.42e-05,10.61,11.27
742,4.5411,,4.42e-05,10.69,11.27
743,4.5125,,4.42e-05,10.71,11.27
744,3.9074,,4.42e-05,10.6,11.27
745,4.2835,,4.41e-05,10.59,11.27
746,3.5212,,4.41e-05,10.58,11.27
747,4.0154,,4.41e-05,10.58,11.27
748,4.2126,,4.41e-05,11.01,11.27
749,3.5045,,4.41e-05,10.9,11.27
750,3.3875,,4.41e-05,10.77,11.27
750,,4.3947,4.41e-05,,9.18
751,4.577,,4.40e-05,10.52,11.22
752,3.1343,,4.40e-05,10.44,11.22
753,4.0202,,4.40e-05,10.34,11.23
754,4.222,,4.40e-05,10.32,11.23
755,3.6161,,4.40e-05,10.42,11.23
756,4.3678,,4.39e-05,10.24,11.23
757,3.853,,4.39e-05,10.21,11.23
758,4.6223,,4.39e-05,10.3,11.23
759,4.368,,4.39e-05,10.27,11.23
760,4.4762,,4.39e-05,10.45,11.23
761,4.2526,,4.39e-05,10.49,11.23
762,3.8488,,4.38e-05,10.39,11.23
763,4.2718,,4.38e-05,10.43,11.23
764,4.2071,,4.38e-05,10.47,11.23
765,3.5482,,4.38e-05,10.57,11.23
766,4.2395,,4.38e-05,10.77,11.23
767,4.518,,4.38e-05,10.8,11.23
768,4.2516,,4.37e-05,10.68,11.23
769,4.0966,,4.37e-05,10.69,11.23
770,4.1066,,4.37e-05,10.84,11.23
771,3.842,,4.37e-05,10.88,11.23
772,4.3493,,4.37e-05,10.9,11.23
773,4.4952,,4.36e-05,10.87,11.23
774,4.3384,,4.36e-05,10.72,11.23
775,3.9616,,4.36e-05,10.61,11.23
776,3.5445,,4.36e-05,10.55,11.23
777,3.9991,,4.36e-05,10.6,11.23
778,4.5407,,4.36e-05,10.91,11.23
779,4.1897,,4.35e-05,10.59,11.23
780,4.2436,,4.35e-05,10.56,11.23
781,3.8449,,4.35e-05,10.56,11.23
782,4.4441,,4.35e-05,10.58,11.23
783,3.6576,,4.35e-05,10.67,11.23
784,4.016,,4.34e-05,10.84,11.23
785,3.7808,,4.34e-05,10.56,11.23
786,4.1669,,4.34e-05,10.61,11.23
787,3.3642,,4.34e-05,10.74,11.23
788,4.3959,,4.34e-05,10.71,11.23
789,3.9296,,4.34e-05,10.88,11.23
790,4.469,,4.33e-05,10.89,11.23
791,4.5084,,4.33e-05,10.73,11.23
792,4.0987,,4.33e-05,10.77,11.23
793,4.5261,,4.33e-05,10.75,11.23
794,3.5914,,4.33e-05,10.71,11.23
795,4.5945,,4.32e-05,10.91,11.23
796,3.9909,,4.32e-05,10.7,11.23
797,4.1583,,4.32e-05,10.58,11.23
798,3.8655,,4.32e-05,10.58,11.23
799,4.4228,,4.32e-05,10.58,11.23
800,4.353,,4.31e-05,10.59,11.23
801,4.4796,,4.31e-05,10.9,11.23
802,3.5981,,4.31e-05,10.68,11.23
803,4.1197,,4.31e-05,10.63,11.23
804,3.9281,,4.31e-05,10.61,11.23
805,4.1537,,4.31e-05,10.57,11.23
806,3.666,,4.30e-05,10.72,11.23
807,4.2834,,4.30e-05,11.01,11.23
808,3.7588,,4.30e-05,10.84,11.23
809,3.7311,,4.30e-05,10.75,11.23
810,4.2292,,4.30e-05,10.8,11.23
811,4.1775,,4.29e-05,10.75,11.23
812,3.6517,,4.29e-05,10.94,11.23
813,3.1807,,4.29e-05,10.91,11.23
814,3.9055,,4.29e-05,10.76,11.23
815,4.399,,4.29e-05,10.75,11.23
816,4.0293,,4.28e-05,10.64,11.23
817,4.4798,,4.28e-05,10.58,11.23
818,4.1425,,4.28e-05,10.78,11.23
819,3.7761,,4.28e-05,10.7,11.23
820,4.4708,,4.28e-05,10.59,11.23
821,4.2921,,4.28e-05,10.57,11.23
822,4.0134,,4.27e-05,10.57,11.24
823,3.4939,,4.27e-05,10.57,11.24
824,2.9664,,4.27e-05,10.77,11.24
825,2.3311,,4.27e-05,10.66,11.24
826,4.6173,,4.27e-05,10.59,11.24
827,4.0963,,4.26e-05,10.65,11.24
828,4.0506,,4.26e-05,10.69,11.24
829,3.6713,,4.26e-05,10.84,11.24
830,3.8542,,4.26e-05,10.92,11.24
831,2.9618,,4.26e-05,10.78,11.24
832,4.3111,,4.25e-05,10.73,11.24
833,3.9007,,4.25e-05,10.71,11.24
834,3.8242,,4.25e-05,10.7,11.24
835,3.7458,,4.25e-05,10.86,11.24
836,3.9623,,4.25e-05,10.89,11.24
837,4.2539,,4.24e-05,10.75,11.24
838,4.2653,,4.24e-05,10.61,11.24
839,4.2101,,4.24e-05,10.56,11.24
840,4.5234,,4.24e-05,10.61,11.24
841,4.116,,4.24e-05,10.78,11.24
842,4.481,,4.23e-05,10.7,11.24
843,4.3601,,4.23e-05,10.62,11.24
844,4.5208,,4.23e-05,10.59,11.24
845,3.8323,,4.23e-05,10.59,11.24
846,4.3636,,4.23e-05,10.61,11.24
847,4.3084,,4.23e-05,10.84,11.24
848,4.3561,,4.22e-05,10.74,11.24
849,3.3909,,4.22e-05,10.75,11.24
850,3.7573,,4.22e-05,10.73,11.24
851,4.4117,,4.22e-05,10.72,11.24
852,4.1443,,4.22e-05,10.79,11.24
853,3.3708,,4.21e-05,10.96,11.24
854,3.5852,,4.21e-05,10.76,11.24
855,3.5642,,4.21e-05,10.76,11.24
856,3.8026,,4.21e-05,10.74,11.24
857,3.9787,,4.21e-05,10.74,11.24
858,4.4884,,4.20e-05,10.84,11.24
859,4.1631,,4.20e-05,10.74,11.24
860,4.3659,,4.20e-05,10.61,11.24
861,4.4527,,4.20e-05,10.58,11.24
862,4.2207,,4.20e-05,10.56,11.24
863,4.4631,,4.19e-05,10.59,11.24
864,4.3591,,4.19e-05,10.7,11.24
865,3.8624,,4.19e-05,10.77,11.24
866,3.7267,,4.19e-05,10.73,11.24
867,3.3741,,4.19e-05,10.71,11.24
868,3.7141,,4.18e-05,10.81,11.24
869,4.653,,4.18e-05,10.7,11.24
870,4.3517,,4.18e-05,10.78,11.24
871,4.3459,,4.18e-05,10.91,11.24
872,4.2071,,4.18e-05,10.89,11.24
873,4.3677,,4.17e-05,10.94,11.24
874,3.8026,,4.17e-05,10.92,11.24
875,4.3011,,4.17e-05,10.89,11.24
876,4.4495,,4.17e-05,10.92,11.24
877,4.1175,,4.17e-05,10.92,11.24
878,3.6923,,4.16e-05,11.0,11.24
879,4.1217,,4.16e-05,10.81,11.24
880,3.8646,,4.16e-05,10.76,11.24
881,3.7401,,4.16e-05,10.86,11.24
882,3.8739,,4.16e-05,10.77,11.24
883,4.2629,,4.15e-05,10.61,11.24
884,4.0204,,4.15e-05,10.59,11.24
885,4.3787,,4.15e-05,10.56,11.24
886,3.1623,,4.15e-05,10.56,11.24
887,4.0649,,4.15e-05,10.8,11.24
888,3.9341,,4.14e-05,10.74,11.24
889,4.242,,4.14e-05,10.59,11.24
890,3.6057,,4.14e-05,10.56,11.24
891,3.9524,,4.14e-05,10.57,11.24
892,3.6247,,4.13e-05,10.61,11.24
893,4.0999,,4.13e-05,10.94,11.24
894,3.2439,,4.13e-05,10.75,11.24
895,4.7755,,4.13e-05,10.7,11.24
896,4.4971,,4.13e-05,10.72,11.24
897,3.8542,,4.12e-05,10.72,11.24
898,3.6006,,4.12e-05,10.86,11.24
899,4.1744,,4.12e-05,10.9,11.24
900,4.1701,,4.12e-05,10.7,11.24
901,4.7628,,4.12e-05,10.73,11.24
902,3.9111,,4.11e-05,10.57,11.24
903,2.8194,,4.11e-05,10.52,11.24
904,4.2986,,4.11e-05,10.71,11.24
905,4.6618,,4.11e-05,10.81,11.24
906,4.0904,,4.11e-05,10.56,11.24
907,4.0003,,4.10e-05,10.56,11.24
908,4.4722,,4.10e-05,10.57,11.24
909,3.3907,,4.10e-05,10.57,11.24
910,4.2018,,4.10e-05,10.76,11.24
911,3.7721,,4.10e-05,10.67,11.24
912,4.4679,,4.09e-05,10.59,11.24
913,4.4971,,4.09e-05,10.65,11.24
914,3.8271,,4.09e-05,10.7,11.24
915,4.1446,,4.09e-05,10.72,11.24
916,3.5629,,4.09e-05,10.93,11.24
917,4.2099,,4.08e-05,10.76,11.24
918,4.1911,,4.08e-05,10.72,11.24
919,3.9094,,4.08e-05,10.71,11.24
920,3.6192,,4.08e-05,10.72,11.24
921,4.0413,,4.07e-05,10.75,11.24
922,4.654,,4.07e-05,10.89,11.24
923,3.5308,,4.07e-05,10.7,11.24
924,4.4487,,4.07e-05,10.6,11.24
925,4.1563,,4.07e-05,10.58,11.24
926,4.4676,,4.06e-05,10.57,11.24
927,4.1424,,4.06e-05,10.68,11.24
928,4.2601,,4.06e-05,10.94,11.24
929,4.1536,,4.06e-05,10.59,11.24
930,3.0546,,4.06e-05,10.59,11.24
931,4.0912,,4.05e-05,10.6,11.24
932,4.284,,4.05e-05,10.6,11.24
933,4.0792,,4.05e-05,10.82,11.24
934,3.8782,,4.05e-05,10.88,11.24
935,3.9999,,4.05e-05,10.79,11.24
936,4.2917,,4.04e-05,10.79,11.24
937,3.7612,,4.04e-05,10.74,11.24
938,4.3928,,4.04e-05,10.75,11.24
939,4.2192,,4.04e-05,11.01,11.24
940,4.0591,,4.03e-05,10.92,11.24
941,4.2285,,4.03e-05,10.76,11.24
942,4.0235,,4.03e-05,10.73,11.24
943,4.208,,4.03e-05,10.64,11.24
944,4.3065,,4.03e-05,10.63,11.24
945,4.605,,4.02e-05,10.86,11.24
946,3.8171,,4.02e-05,10.63,11.24
947,3.8561,,4.02e-05,10.58,11.24
948,4.528,,4.02e-05,10.6,11.24
949,3.6992,,4.02e-05,10.59,11.24
950,4.0098,,4.01e-05,10.64,11.24
951,4.1292,,4.01e-05,10.81,11.24
952,3.991,,4.01e-05,10.58,11.24
953,4.032,,4.01e-05,10.58,11.24
954,3.5856,,4.00e-05,10.66,11.24
955,4.5332,,4.00e-05,10.73,11.24
956,4.145,,4.00e-05,10.84,11.24
957,3.9269,,4.00e-05,10.89,11.24
958,3.7829,,4.00e-05,10.75,11.24
959,4.237,,3.99e-05,10.73,11.24
960,4.4315,,3.99e-05,10.74,11.24
961,4.1068,,3.99e-05,10.73,11.24
962,4.0289,,3.99e-05,10.88,11.24
963,4.2559,,3.98e-05,10.71,11.24
964,3.6989,,3.98e-05,10.59,11.24
965,4.1819,,3.98e-05,10.56,11.24
966,4.347,,3.98e-05,10.6,11.24
967,4.2868,,3.98e-05,10.63,11.24
968,4.4433,,3.97e-05,10.78,11.24
969,4.1221,,3.97e-05,10.58,11.24
970,4.7487,,3.97e-05,10.61,11.24
971,3.788,,3.97e-05,10.59,11.24
972,3.7627,,3.97e-05,10.61,11.24
973,4.3845,,3.96e-05,10.61,11.24
974,4.2326,,3.96e-05,10.87,11.24
975,3.6664,,3.96e-05,10.9,11.24
976,3.4195,,3.96e-05,10.89,11.24
977,4.3968,,3.95e-05,10.88,11.24
978,4.4302,,3.95e-05,10.73,11.24
979,4.3421,,3.95e-05,10.83,11.24
980,2.8068,,3.95e-05,10.76,11.24
981,3.1696,,3.95e-05,10.74,11.24
982,3.9508,,3.94e-05,10.74,11.24
983,3.8117,,3.94e-05,10.65,11.24
984,4.4186,,3.94e-05,10.56,11.24
985,4.2058,,3.94e-05,10.75,11.24
986,4.4702,,3.93e-05,10.75,11.24
987,4.6988,,3.93e-05,10.57,11.24
988,4.1425,,3.93e-05,10.58,11.24
989,4.0469,,3.93e-05,10.57,11.24
990,4.4485,,3.93e-05,10.64,11.24
991,4.2595,,3.92e-05,10.65,11.24
992,4.4108,,3.92e-05,10.61,11.24
993,3.4256,,3.92e-05,10.56,11.24
994,4.524,,3.92e-05,10.65,11.24
995,4.0836,,3.91e-05,10.78,11.24
996,4.2292,,3.91e-05,10.74,11.24
997,4.4124,,3.91e-05,11.02,11.24
998,3.622,,3.91e-05,10.86,11.24
999,4.3156,,3.91e-05,10.73,11.24
1000,4.0052,,3.90e-05,10.73,11.24
1000,,4.3873,3.90e-05,,9.18
1001,4.1406,,3.90e-05,10.31,11.24
1002,4.0852,,3.90e-05,10.28,11.24
1003,4.4305,,3.90e-05,10.44,11.24
1004,3.6802,,3.89e-05,10.37,11.24
1005,4.1286,,3.89e-05,10.19,11.24
1006,4.3861,,3.89e-05,10.16,11.24
1007,3.9997,,3.89e-05,10.16,11.24
1008,3.8296,,3.88e-05,10.25,11.24
1009,4.0245,,3.88e-05,10.4,11.24
1010,3.6195,,3.88e-05,10.47,11.24
1011,3.7197,,3.88e-05,10.5,11.25
1012,4.6301,,3.88e-05,10.54,11.25
1013,4.3042,,3.87e-05,10.62,11.26
1014,4.7188,,3.87e-05,10.61,11.26
1015,3.7134,,3.87e-05,11.16,11.26
1016,4.3251,,3.87e-05,10.77,11.26
1017,3.948,,3.86e-05,11.15,11.26
1018,3.7408,,3.86e-05,11.99,11.26
1019,4.4416,,3.86e-05,12.53,11.26
1020,3.7645,,3.86e-05,11.97,11.26
1021,4.1269,,3.86e-05,10.74,11.26
1022,4.1624,,3.85e-05,10.65,11.26
1023,4.4952,,3.85e-05,10.59,11.26
1024,4.3985,,3.85e-05,10.6,11.26
1025,4.0796,,3.85e-05,10.88,11.26
1026,4.4659,,3.84e-05,10.98,11.26
1027,3.5343,,3.84e-05,11.18,11.26
1028,3.7648,,3.84e-05,11.27,11.26
1029,3.6781,,3.84e-05,11.6,11.26
1030,3.0932,,3.83e-05,11.58,11.26
1031,4.8915,,3.83e-05,11.94,11.26
1032,4.1835,,3.83e-05,11.84,11.26
1033,4.0287,,3.83e-05,12.35,11.26
1034,4.3881,,3.83e-05,12.43,11.26
1035,2.9815,,3.82e-05,13.3,11.26
1036,3.5808,,3.82e-05,12.97,11.26
1037,3.7721,,3.82e-05,13.55,11.26
1038,3.7353,,3.82e-05,15.21,11.26
1039,4.115,,3.81e-05,12.35,11.26
1040,3.9449,,3.81e-05,12.54,11.26
1041,4.5615,,3.81e-05,12.95,11.26
1042,3.6017,,3.81e-05,12.86,11.26
1043,4.2033,,3.81e-05,13.21,11.26
1044,4.0498,,3.80e-05,13.2,11.26
1045,4.14,,3.80e-05,13.17,11.26
1046,4.3054,,3.80e-05,13.64,11.26
1047,3.8029,,3.80e-05,13.03,11.26
1048,4.417,,3.79e-05,13.02,11.26
1049,4.3254,,3.79e-05,13.12,11.26
1050,4.1824,,3.79e-05,13.09,11.26
1051,4.4785,,3.79e-05,12.88,11.26
1052,4.3071,,3.78e-05,12.89,11.26
1053,4.473,,3.78e-05,12.96,11.26
1054,3.8934,,3.78e-05,12.92,11.26
1055,3.1002,,3.78e-05,12.99,11.26
1056,3.9219,,3.77e-05,12.91,11.26
1057,4.5888,,3.77e-05,12.9,11.26
1058,4.3937,,3.77e-05,12.77,11.26
1059,3.9436,,3.77e-05,12.85,11.26
1060,4.2735,,3.77e-05,12.66,11.26
1061,4.1176,,3.76e-05,12.91,11.26
1062,4.2891,,3.76e-05,12.89,11.26
1063,4.5914,,3.76e-05,12.88,11.26
1064,4.1572,,3.76e-05,11.78,11.26
1065,4.12,,3.75e-05,11.32,11.26
1066,4.2928,,3.75e-05,12.61,11.26
1067,4.0171,,3.75e-05,11.81,11.26
1068,3.6958,,3.75e-05,11.29,11.26
1069,4.5626,,3.74e-05,12.45,11.26
1070,3.9585,,3.74e-05,12.03,11.26
1071,4.3634,,3.74e-05,12.72,11.26
1072,4.0667,,3.74e-05,12.42,11.26
1073,4.0599,,3.74e-05,12.25,11.26
1074,4.2556,,3.73e-05,12.2,11.26
1075,4.4477,,3.73e-05,13.55,11.26
1076,3.9495,,3.73e-05,13.84,11.26
1077,4.0193,,3.73e-05,13.83,11.26
1078,3.8624,,3.72e-05,12.93,11.26
1079,3.9292,,3.72e-05,12.96,11.26
1080,3.7704,,3.72e-05,13.09,11.26
1081,4.3489,,3.72e-05,14.26,11.26
1082,4.3074,,3.71e-05,14.53,11.26
1083,4.3229,,3.71e-05,12.96,11.26
1084,4.4497,,3.71e-05,13.14,11.26
1085,3.8784,,3.71e-05,13.09,11.26
1086,4.0388,,3.70e-05,13.35,11.26
1087,4.4336,,3.70e-05,11.95,11.26
1088,3.4704,,3.70e-05,11.46,11.26
1089,3.693,,3.70e-05,11.63,11.26
1090,3.6751,,3.69e-05,11.32,11.26
1091,4.2354,,3.69e-05,11.24,11.26
1092,4.5259,,3.69e-05,11.21,11.26
1093,4.0451,,3.69e-05,11.18,11.26
1094,4.5474,,3.69e-05,11.16,11.26
1095,4.485,,3.68e-05,11.19,11.26
1096,4.144,,3.68e-05,11.1,11.26
1097,4.0314,,3.68e-05,10.98,11.26
1098,3.7197,,3.68e-05,11.17,11.26
1099,4.3745,,3.67e-05,11.2,11.26
1100,3.4145,,3.67e-05,11.54,11.26
1101,3.598,,3.67e-05,11.89,11.26
1102,3.542,,3.67e-05,11.49,11.26
1103,3.4837,,3.66e-05,11.55,11.26
1104,3.5523,,3.66e-05,11.6,11.26
1105,4.2697,,3.66e-05,11.78,11.26
1106,3.9546,,3.66e-05,12.27,11.26
1107,4.3925,,3.65e-05,11.49,11.26
1108,4.4722,,3.65e-05,11.82,11.26
1109,4.0905,,3.65e-05,11.44,11.26
1110,4.2652,,3.65e-05,11.6,11.26
1111,4.0054,,3.64e-05,11.53,11.26
1112,4.0895,,3.64e-05,11.25,11.26
1113,3.6993,,3.64e-05,11.23,11.26
1114,3.9822,,3.64e-05,11.32,11.26
1115,3.7073,,3.63e-05,11.09,11.26
1116,4.3827,,3.63e-05,11.33,11.26
1117,4.1089,,3.63e-05,11.45,11.26
1118,3.1341,,3.63e-05,11.91,11.27
1119,4.4208,,3.63e-05,11.9,11.27
1120,4.2772,,3.62e-05,12.06,11.27
1121,4.242,,3.62e-05,11.86,11.27
1122,3.638,,3.62e-05,11.89,11.27
1123,4.2224,,3.62e-05,11.14,11.27
1124,3.7672,,3.61e-05,11.91,11.27
1125,3.9268,,3.61e-05,12.8,11.27
1126,3.7874,,3.61e-05,12.22,11.27
1127,4.1708,,3.61e-05,12.36,11.27
1128,4.062,,3.60e-05,12.16,11.27
1129,4.2807,,3.60e-05,12.2,11.27
1130,4.4244,,3.60e-05,12.03,11.27
1131,3.7952,,3.60e-05,12.03,11.27
1132,3.6507,,3.59e-05,12.44,11.27
1133,4.2701,,3.59e-05,11.68,11.27
1134,4.1632,,3.59e-05,10.91,11.27
1135,4.0505,,3.59e-05,10.87,11.27
1136,3.8228,,3.58e-05,10.88,11.27
1137,4.2409,,3.58e-05,11.06,11.27
1138,4.2074,,3.58e-05,11.04,11.27
1139,4.764,,3.58e-05,11.33,11.27
1140,4.3589,,3.57e-05,11.96,11.27
1141,3.1348,,3.57e-05,12.07,11.27
1142,4.0904,,3.57e-05,12.62,11.27
1143,3.5169,,3.57e-05,12.92,11.27
1144,3.9421,,3.56e-05,11.43,11.27
1145,4.2908,,3.56e-05,12.38,11.27
1146,4.3851,,3.56e-05,11.62,11.27
1147,4.1733,,3.56e-05,10.86,11.27
1148,4.3124,,3.55e-05,11.0,11.27
1149,4.3655,,3.55e-05,10.82,11.27
1150,4.1411,,3.55e-05,10.76,11.27
1151,3.3664,,3.55e-05,10.76,11.27
1152,3.9332,,3.54e-05,10.74,11.27
1153,3.8201,,3.54e-05,10.81,11.27
1154,4.5719,,3.54e-05,10.82,11.27
1155,4.3074,,3.54e-05,10.76,11.27
1156,3.8145,,3.53e-05,10.72,11.27
1157,3.8318,,3.53e-05,10.72,11.27
1158,3.8782,,3.53e-05,10.68,11.27
1159,3.221,,3.53e-05,10.83,11.27
1160,4.4848,,3.53e-05,10.94,11.27
1161,4.3038,,3.52e-05,10.7,11.27
1162,3.5749,,3.52e-05,10.65,11.27
1163,3.6499,,3.52e-05,10.66,11.27
1164,3.3009,,3.52e-05,10.72,11.27
1165,3.6964,,3.51e-05,10.84,11.27
1166,3.3748,,3.51e-05,10.78,11.27
1167,3.9809,,3.51e-05,10.64,11.27
1168,3.2614,,3.51e-05,10.62,11.27
1169,3.9498,,3.50e-05,10.64,11.27
1170,4.3853,,3.50e-05,10.62,11.27
1171,4.5634,,3.50e-05,10.75,11.27
1172,4.3812,,3.50e-05,10.65,11.27
1173,3.0593,,3.49e-05,10.62,11.27
1174,4.2792,,3.49e-05,10.61,11.27
1175,4.4964,,3.49e-05,10.64,11.27
1176,3.9534,,3.49e-05,10.63,11.27
1177,4.1562,,3.48e-05,10.78,11.27
1178,4.1066,,3.48e-05,10.56,11.27
1179,4.3855,,3.48e-05,10.54,11.27
1180,4.4712,,3.48e-05,10.55,11.27
1181,4.4252,,3.47e-05,10.51,11.27
1182,3.9219,,3.47e-05,10.59,11.27
1183,4.3589,,3.47e-05,10.74,11.27
1184,3.7565,,3.47e-05,10.59,11.27
1185,3.9189,,3.46e-05,10.52,11.27
1186,4.5164,,3.46e-05,10.53,11.27
1187,3.9128,,3.46e-05,10.52,11.27
1188,4.3627,,3.46e-05,10.68,11.27
1189,4.1173,,3.45e-05,10.81,11.27
1190,4.4405,,3.45e-05,10.6,11.27
1191,4.1175,,3.45e-05,10.59,11.27
1192,3.9791,,3.45e-05,10.55,11.27
1193,4.5342,,3.44e-05,10.56,11.27
1194,3.971,,3.44e-05,10.72,11.27
1195,4.0266,,3.44e-05,10.81,11.27
1196,4.0125,,3.44e-05,10.81,11.27
1197,4.1248,,3.43e-05,10.74,11.27
1198,4.2431,,3.43e-05,10.59,11.27
1199,4.4162,,3.43e-05,10.57,11.27
1200,3.5091,,3.43e-05,10.64,11.27
1201,3.9043,,3.42e-05,10.56,11.27
