clip,n_notes,tonic,tuning_offset,western_key,pcs_raw,pcs_western,pcs_penta,penta_snapped_pct,penta_marked_pct,western_altered_pct,mean_confidence
e78261db_seg036.wav,44,G,44.4,D# major,0.8859,0.7368,0.8859,0.8636,0.1364,0.9773,0.7678
e78261db_seg037.wav,42,G,37.8,G minor,0.9108,0.978,0.9108,0.9048,0.0952,0.9762,0.8054
e78261db_seg038.wav,28,G,39.7,G minor,0.9086,0.95,0.9086,0.8571,0.1429,1.0,0.7601
e78261db_seg039.wav,28,A#,36.2,A# major,0.8752,1.0,0.8752,0.8571,0.1429,0.9286,0.7656
e78261db_seg040.wav,22,A#,33.7,B minor,0.7577,0.1568,0.7577,0.6818,0.3182,0.8636,0.6209
e78261db_seg041.wav,19,A#,39.9,F# major,0.8855,0.2176,0.8855,0.8421,0.1579,0.9474,0.709
e78261db_seg042.wav,24,A#,47.8,A# minor,0.9707,0.6775,0.9707,0.9583,0.0417,0.9583,0.7865
e78261db_seg043.wav,17,F#,-48.1,F# major,1.0,0.7517,1.0,1.0,0.0,1.0,0.8497
e78261db_seg044.wav,26,F,39.6,G minor,1.0,1.0,1.0,1.0,0.0,0.9231,0.8476
e78261db_seg045.wav,20,A#,38.8,G minor,1.0,0.9661,1.0,1.0,0.0,0.9,0.8447
e78261db_seg046.wav,10,G,43.3,F minor,1.0,0.6442,1.0,1.0,0.0,1.0,0.8633
e78261db_seg047.wav,27,A#,46.6,F# major,0.9711,0.345,0.9711,0.963,0.037,1.0,0.8086
e78261db_seg048.wav,41,G,42.0,G minor,0.7798,0.8015,0.7798,0.8049,0.1951,0.9756,0.6764
e78261db_seg049.wav,49,G,44.7,F minor,0.9058,0.4691,0.9058,0.8571,0.1429,1.0,0.7352
e78261db_seg050.wav,51,G,49.4,F minor,0.8854,0.4308,0.8854,0.8627,0.1373,0.9804,0.7191
e78261db_seg051.wav,52,A,48.7,A# major,0.9545,0.4331,0.9545,0.9615,0.0385,1.0,0.8104
e78261db_seg052.wav,59,A#,-45.9,A# minor,0.9742,1.0,0.9742,0.9831,0.0169,0.9661,0.8184
e78261db_seg053.wav,43,A,44.8,F minor,0.6822,0.4544,0.6822,0.6512,0.3488,0.907,0.626
e78261db_seg054.wav,27,A,38.7,F major,0.8984,0.8034,0.8984,0.8148,0.1852,1.0,0.7704
e78261db_seg055.wav,16,A,38.4,G minor,0.9268,0.7398,0.9268,0.875,0.125,0.9375,0.7551
e78261db_seg056.wav,11,A#,-49.4,A major,0.9407,0.1384,0.9407,0.9091,0.0909,1.0,0.7586
e78261db_seg057.wav,21,A,39.9,A major,0.964,0.8172,0.964,0.9524,0.0476,1.0,0.8402
e78261db_seg058.wav,25,A,37.3,A major,0.9597,0.9005,0.9597,0.96,0.04,1.0,0.8879
e78261db_seg059.wav,22,A,37.4,A major,0.9556,0.8643,0.9556,0.9545,0.0455,1.0,0.8835
e78261db_seg060.wav,16,A,45.1,F# minor,0.8505,0.4567,0.8505,0.8125,0.1875,1.0,0.7083
e78261db_seg061.wav,23,A,46.8,A major,0.7691,0.5407,0.7691,0.7391,0.2609,1.0,0.6553
e78261db_seg062.wav,28,A,49.8,A# minor,0.7757,0.0273,0.7757,0.7143,0.2857,1.0,0.6304
e78261db_seg063.wav,25,A,46.0,A major,0.906,0.6449,0.906,0.88,0.12,1.0,0.7584
e78261db_seg064.wav,33,A,42.9,A major,0.9781,0.7874,0.9781,0.9697,0.0303,1.0,0.8514
e78261db_seg065.wav,26,A,40.6,A major,0.9703,0.8059,0.9703,0.9615,0.0385,1.0,0.8511
e78261db_seg066.wav,23,A,37.9,A major,0.962,0.7512,0.962,0.9565,0.0435,0.9565,0.8479
e78261db_seg067.wav,30,A,37.7,A major,0.9659,0.6911,0.9659,0.9667,0.0333,0.9333,0.8423
e78261db_seg068.wav,26,A,37.9,A major,0.9108,0.7579,0.9108,0.9231,0.0769,0.9615,0.8424
e78261db_seg069.wav,47,A,34.8,A minor,0.9764,0.9666,0.9764,0.9787,0.0213,1.0,0.943
e78261db_seg070.wav,54,A,36.8,A major,0.9746,0.8575,0.9746,0.9815,0.0185,1.0,0.897
e78261db_seg071.wav,49,A,38.5,A minor,0.9759,0.9403,0.9759,0.9796,0.0204,1.0,0.8621
e78261db_seg072.wav,54,A,36.8,A minor,0.9842,0.9894,0.9842,0.9815,0.0185,0.9815,0.8828
e78261db_seg073.wav,32,A,36.0,A minor,0.8677,0.9799,0.8677,0.8438,0.1562,1.0,0.7947
e78261db_seg074.wav,27,A,33.4,A minor,0.8713,0.9724,0.8713,0.8519,0.1481,0.963,0.8265
e78261db_seg075.wav,21,E,36.5,A major,0.8899,0.7262,0.8899,0.8571,0.1429,1.0,0.7973
e78261db_seg076.wav,18,A,36.2,A major,0.8809,0.8339,0.8809,0.8333,0.1667,1.0,0.8037
e78261db_seg077.wav,27,A,35.9,A minor,1.0,0.9528,1.0,1.0,0.0,1.0,0.9222
e78261db_seg078.wav,23,A,35.0,A major,0.9633,0.8293,0.9633,0.9565,0.0435,1.0,0.9015
e78261db_seg079.wav,20,A,36.6,A major,0.8385,0.6714,0.8385,0.8,0.2,1.0,0.7503
e78261db_seg080.wav,22,C,43.6,C# minor,0.9268,0.5297,0.9268,0.9091,0.0909,0.9545,0.8013
e78261db_seg081.wav,27,A,42.2,A major,0.8743,0.5073,0.8743,0.8519,0.1481,1.0,0.7454
e78261db_seg082.wav,35,A,37.4,A major,0.8529,0.6374,0.8529,0.8286,0.1714,0.9429,0.7625
e78261db_seg083.wav,29,A,35.5,A major,0.8556,0.7127,0.8556,0.8621,0.1379,1.0,0.8012
e78261db_seg084.wav,19,A,45.5,A major,0.9666,0.8316,0.9666,0.9474,0.0526,1.0,0.8006
e78261db_seg085.wav,31,A,41.3,A major,0.9725,0.8916,0.9725,0.9677,0.0323,1.0,0.8423
e78261db_seg086.wav,27,A,37.5,A major,0.8787,0.8087,0.8787,0.8519,0.1481,1.0,0.7623
e78261db_seg087.wav,21,A,37.0,A major,0.8114,0.8774,0.8114,0.8095,0.1905,0.9524,0.764
e78261db_seg088.wav,28,A,36.9,A major,0.8366,0.7846,0.8366,0.8214,0.1786,0.9643,0.7647
e78261db_seg089.wav,50,A,37.2,A major,0.9603,0.8462,0.9603,0.94,0.06,0.98,0.8512
e78261db_seg090.wav,48,A,38.1,A minor,0.9073,0.9515,0.9073,0.8958,0.1042,1.0,0.7955
e78261db_seg091.wav,45,A,36.4,A minor,0.9461,1.0,0.9461,0.9556,0.0444,1.0,0.8875
e78261db_seg092.wav,38,A,36.6,A major,0.9508,0.819,0.9508,0.9474,0.0526,1.0,0.8677
e78261db_seg093.wav,11,A,37.3,A major,0.8768,0.8041,0.8768,0.8182,0.1818,1.0,0.7735
e78261db_seg094.wav,13,A,38.4,A major,0.8383,0.7367,0.8383,0.8462,0.1538,0.9231,0.7716
e78261db_seg095.wav,20,A,35.9,A major,0.777,0.8479,0.777,0.75,0.25,0.95,0.7147
e78261db_seg096.wav,17,A,34.0,A major,0.9513,0.9582,0.9513,0.9412,0.0588,1.0,0.9173
e78261db_seg097.wav,24,A,37.7,A major,0.9723,0.9192,0.9723,0.9583,0.0417,1.0,0.8691
e78261db_seg098.wav,24,A,37.2,A major,0.9719,0.864,0.9719,0.9583,0.0417,1.0,0.8575
e78261db_seg099.wav,14,A,43.6,A major,0.9264,0.8137,0.9264,0.9286,0.0714,1.0,0.7903
e78261db_seg100.wav,5,C,42.7,A minor,1.0,1.0,1.0,1.0,0.0,1.0,0.8812
e78261db_seg101.wav,12,A,45.6,A major,1.0,0.5657,1.0,1.0,0.0,1.0,0.8406
e78261db_seg102.wav,24,A,37.6,A major,0.9213,0.7481,0.9213,0.9167,0.0833,0.9167,0.8297
e78261db_seg103.wav,29,A,33.8,A major,0.8826,0.8249,0.8826,0.8966,0.1034,0.8966,0.8313
e78261db_seg104.wav,24,E,32.0,A major,0.8471,0.7417,0.8471,0.875,0.125,0.875,0.8514
e78261db_seg105.wav,25,A,35.1,A minor,0.8805,0.8781,0.8805,0.88,0.12,0.92,0.7943
e78261db_seg106.wav,29,A,42.8,A major,0.9074,0.8246,0.9074,0.8966,0.1034,0.931,0.7841
e78261db_seg107.wav,25,A,44.0,A major,1.0,0.7163,1.0,1.0,0.0,0.96,0.8186
e78261db_seg108.wav,36,A,35.7,A major,1.0,0.868,1.0,1.0,0.0,0.9722,0.9113
e78261db_seg109.wav,45,A,34.5,A major,0.9742,0.9119,0.9742,0.9556,0.0444,0.9778,0.9026
e78261db_seg110.wav,41,A,34.2,A minor,0.9119,0.9119,0.9119,0.9024,0.0976,1.0,0.8715
e78261db_seg111.wav,35,A,33.8,A major,0.9749,0.9569,0.9749,0.9714,0.0286,0.9714,0.9435
e78261db_seg112.wav,13,A,33.9,A major,0.8948,0.8882,0.8948,0.8462,0.1538,1.0,0.8289
e78261db_seg113.wav,15,A,38.1,A major,0.9436,0.9436,0.9436,0.9333,0.0667,1.0,0.841
e78261db_seg114.wav,18,A,36.6,A major,0.9176,0.9073,0.9176,0.8889,0.1111,1.0,0.8171
e78261db_seg115.wav,9,A,35.2,A major,0.8222,0.8222,0.8222,0.8889,0.1111,1.0,0.8397
e78261db_seg116.wav,20,C,37.8,C major,1.0,1.0,1.0,1.0,0.0,1.0,0.8946
e78261db_seg117.wav,58,C,39.3,C major,0.9897,0.9897,0.9897,0.9828,0.0172,1.0,0.8615
e78261db_seg118.wav,80,C,40.4,C major,0.9395,0.949,0.9395,0.925,0.075,1.0,0.8086
e78261db_seg119.wav,57,C,42.9,C major,0.9243,0.9678,0.9243,0.9123,0.0877,1.0,0.7857
e78261db_seg120.wav,58,C,43.3,C major,0.9339,0.9618,0.9339,0.931,0.069,0.9828,0.7937
e78261db_seg121.wav,30,C,44.4,C# major,0.9441,0.2507,0.9441,0.9333,0.0667,1.0,0.7926
e78261db_seg122.wav,24,G,49.9,F# minor,0.8595,0.5277,0.8595,0.8333,0.1667,1.0,0.6944
e78261db_seg123.wav,46,G#,-44.4,D# minor,0.7641,0.9461,0.7641,0.7826,0.2174,1.0,0.7177
e78261db_seg124.wav,43,G#,-44.2,D# minor,0.7684,0.9215,0.7684,0.814,0.186,1.0,0.7431
e78261db_seg125.wav,42,G#,-47.6,F# major,0.7635,0.9221,0.7635,0.7857,0.2143,1.0,0.7049
e78261db_seg126.wav,52,D#,-49.7,F# minor,0.8083,0.6018,0.8083,0.8077,0.1923,1.0,0.7027
e78261db_seg127.wav,64,G,46.1,F# minor,0.8643,0.3222,0.8643,0.8594,0.1406,1.0,0.7207
e78261db_seg128.wav,53,G,44.9,G# major,0.884,0.311,0.884,0.8491,0.1509,1.0,0.7338
e78261db_seg129.wav,42,C#,-46.9,C# major,0.8698,0.8433,0.8698,0.881,0.119,1.0,0.7563
e78261db_seg130.wav,34,C#,-39.2,C# major,0.8874,0.874,0.8874,0.9118,0.0882,1.0,0.8287
e78261db_seg131.wav,28,C#,-35.8,C# major,0.9428,0.9073,0.9428,0.9643,0.0357,1.0,0.8904
e78261db_seg132.wav,28,C#,-38.2,C# major,0.8638,0.8324,0.8638,0.8929,0.1071,0.9643,0.8035
e78261db_seg133.wav,35,C#,-43.1,C# major,0.8675,0.7296,0.8675,0.8571,0.1429,1.0,0.7396
e78261db_seg134.wav,54,C,49.5,C# major,0.9663,0.3273,0.9663,0.963,0.037,1.0,0.8172
e78261db_seg135.wav,46,C,49.7,C# major,0.91,0.3199,0.91,0.913,0.087,0.9783,0.7895
e78261db_seg136.wav,50,C,47.5,C minor,0.9236,0.7895,0.9236,0.92,0.08,1.0,0.79
e78261db_seg137.wav,57,C,45.2,C minor,0.9384,0.7352,0.9384,0.9474,0.0526,1.0,0.8095
e78261db_seg138.wav,36,C,44.1,A# minor,0.8624,0.1914,0.8624,0.8889,0.1111,1.0,0.7652
e78261db_seg139.wav,19,C#,-40.8,C# major,0.8448,0.6647,0.8448,0.8421,0.1579,1.0,0.7395
e78261db_seg140.wav,24,C#,-40.8,C# major,0.9224,0.7033,0.9224,0.9167,0.0833,0.9167,0.7853
e78261db_seg141.wav,29,C#,-49.1,C# major,0.9339,0.671,0.9339,0.931,0.069,1.0,0.7825
e78261db_seg142.wav,22,C#,-47.8,C# major,0.9574,0.6807,0.9574,0.9545,0.0455,1.0,0.804
e78261db_seg143.wav,13,F#,-48.9,F minor,0.9552,0.5299,0.9552,0.9231,0.0769,1.0,0.7957
e78261db_seg144.wav,17,C#,-39.7,C# major,0.9007,0.9603,0.9007,0.8824,0.1176,1.0,0.8195
e78261db_seg145.wav,25,C#,-38.6,C# major,0.9583,0.9055,0.9583,0.96,0.04,1.0,0.8727
e78261db_seg146.wav,19,C#,-39.2,C# major,1.0,0.931,1.0,1.0,0.0,0.9474,0.867
e78261db_seg147.wav,16,F,47.1,F# minor,0.8578,0.2374,0.8578,0.875,0.125,0.9375,0.7844
e78261db_seg148.wav,21,G,39.2,C major,0.9619,0.9619,0.9619,0.9524,0.0476,1.0,0.8325
e78261db_seg149.wav,25,G,33.8,C major,0.8855,0.8855,0.8855,0.84,0.16,0.96,0.7836
e78261db_seg150.wav,16,A,36.6,A major,0.8955,0.5886,0.8955,0.875,0.125,1.0,0.7981
e78261db_seg151.wav,25,A,39.2,A major,0.9259,0.5955,0.9259,0.92,0.08,1.0,0.8145
e78261db_seg152.wav,31,C,33.4,A minor,1.0,1.0,1.0,1.0,0.0,0.9032,0.9454
e78261db_seg153.wav,41,C,33.4,C major,0.9432,0.9432,0.9432,0.9512,0.0488,0.9024,0.8857
e78261db_seg154.wav,49,C,34.5,C major,0.9511,0.9511,0.9511,0.9592,0.0408,0.898,0.8573
e78261db_seg155.wav,43,C,36.9,C major,0.9631,0.9778,0.9631,0.9535,0.0465,0.8837,0.8206
e78261db_seg156.wav,47,C,44.1,C major,0.9056,0.9499,0.9056,0.8723,0.1277,0.9149,0.7247
e78261db_seg157.wav,47,C,42.2,C major,0.9049,0.9707,0.9049,0.8723,0.1277,0.9574,0.7369
e78261db_seg158.wav,43,C,45.6,C minor,0.9612,0.9123,0.9612,0.9535,0.0465,0.9767,0.8036
e78261db_seg159.wav,43,C,37.8,C minor,0.9703,0.8015,0.9703,0.9767,0.0233,0.9767,0.8551
e78261db_seg160.wav,43,C,40.0,C major,0.9251,0.9487,0.9251,0.907,0.093,1.0,0.8085
e78261db_seg161.wav,38,C,45.4,C# minor,0.9776,0.2002,0.9776,0.9737,0.0263,1.0,0.825
e78261db_seg162.wav,29,C,41.1,A minor,0.9343,0.9343,0.9343,0.931,0.069,1.0,0.8143
e78261db_seg163.wav,24,C,34.9,C major,0.8823,0.91,0.8823,0.8333,0.1667,0.9167,0.7816
e78261db_seg164.wav,30,C,39.3,F minor,0.8412,0.6822,0.8412,0.8667,0.1333,1.0,0.7538
e78261db_seg165.wav,35,C,46.6,F minor,0.921,0.548,0.921,0.9429,0.0571,1.0,0.8048
e78261db_seg166.wav,29,C,37.9,C major,1.0,1.0,1.0,1.0,0.0,1.0,0.9102
e78261db_seg167.wav,25,C,33.5,A minor,0.95,1.0,0.95,0.96,0.04,0.96,0.8856
e78261db_seg168.wav,21,C,40.5,A minor,0.908,1.0,0.908,0.9048,0.0952,0.9524,0.7744
e78261db_seg169.wav,30,C,38.4,A minor,0.9749,0.9749,0.9749,0.9667,0.0333,0.9667,0.8635
e78261db_seg170.wav,28,G,32.7,C major,0.9769,0.9769,0.9769,0.9643,0.0357,0.8929,0.8818
e78261db_seg171.wav,25,G,34.4,C major,1.0,1.0,1.0,1.0,0.0,0.92,0.9252
e78261db_seg172.wav,24,C,33.9,C major,0.9307,0.8792,0.9307,0.9167,0.0833,0.9167,0.8573
e78261db_seg173.wav,20,C,34.0,C major,0.916,0.916,0.916,0.95,0.05,1.0,0.9277
e78261db_seg174.wav,30,G,37.6,A minor,0.9311,0.9311,0.9311,0.9333,0.0667,0.9667,0.8327
e78261db_seg175.wav,33,A,35.7,A minor,1.0,1.0,1.0,1.0,0.0,0.9697,0.919
e78261db_seg176.wav,17,D,37.7,D major,0.9353,0.8503,0.9353,0.9412,0.0588,1.0,0.8737
e78261db_seg177.wav,15,C,42.7,A major,0.8881,0.4275,0.8881,0.8667,0.1333,1.0,0.7786
e78261db_seg178.wav,25,C,35.2,C major,0.8446,0.8446,0.8446,0.8,0.2,0.92,0.7639
e78261db_seg179.wav,21,C,34.9,C major,0.9254,0.9254,0.9254,0.9048,0.0952,1.0,0.8624
e78261db_seg180.wav,34,C,39.3,C major,0.8828,0.9824,0.8828,0.8824,0.1176,1.0,0.7784
e78261db_seg181.wav,52,C,40.5,G major,0.891,0.6229,0.891,0.8846,0.1154,1.0,0.771
e78261db_seg182.wav,41,C,39.8,C major,0.8921,0.982,0.8921,0.878,0.122,1.0,0.7775
e78261db_seg183.wav,39,C,42.3,C major,0.8856,0.9629,0.8856,0.8718,0.1282,0.9744,0.7558
e78261db_seg184.wav,40,C,44.4,C minor,0.8747,0.8589,0.8747,0.85,0.15,1.0,0.7334
e78261db_seg185.wav,33,F,43.9,G major,0.9114,0.5878,0.9114,0.9091,0.0909,1.0,0.7825
e78261db_seg186.wav,30,F,45.9,F# minor,0.7777,0.164,0.7777,0.8,0.2,0.9,0.7334
e78261db_seg187.wav,34,F#,-48.9,F# minor,0.8683,0.8423,0.8683,0.8824,0.1176,0.9118,0.7337
e78261db_seg188.wav,28,G,37.9,C major,0.9165,0.9052,0.9165,0.8929,0.1071,1.0,0.8341
e78261db_seg189.wav,22,C,34.7,C minor,0.9232,0.9113,0.9232,0.9091,0.0909,0.9545,0.8485
e78261db_seg190.wav,28,G,37.0,C minor,0.944,0.8877,0.944,0.9286,0.0714,0.9286,0.8144
e78261db_seg191.wav,21,G,36.0,G minor,0.8169,0.961,0.8169,0.8095,0.1905,0.9524,0.725
e78261db_seg192.wav,14,C#,-47.4,A# minor,0.8691,0.6208,0.8691,0.8571,0.1429,0.8571,0.7381
e78261db_seg193.wav,12,C#,-42.3,C# major,1.0,0.7286,1.0,1.0,0.0,1.0,0.8462
e78261db_seg194.wav,16,F#,-40.1,F# major,1.0,0.8898,1.0,1.0,0.0,1.0,0.8703
e78261db_seg195.wav,28,F,48.8,F# minor,0.9686,0.2447,0.9686,0.9643,0.0357,0.9643,0.8155
e78261db_seg196.wav,33,F,38.8,D minor,0.9195,0.9457,0.9195,0.9091,0.0909,1.0,0.812
e78261db_seg197.wav,28,F,43.5,F# major,0.869,0.1883,0.869,0.8571,0.1429,0.9643,0.7629
e78261db_seg198.wav,34,A#,32.2,A# minor,0.7995,0.6058,0.7995,0.7941,0.2059,0.7647,0.7104
e78261db_seg199.wav,32,C,24.8,G minor,0.8475,0.9421,0.8475,0.8438,0.1562,0.8438,0.7306
e78261db_seg200.wav,25,F,35.2,F major,0.9665,1.0,0.9665,0.96,0.04,0.96,0.8901
e78261db_seg201.wav,27,F,37.1,F major,0.9512,1.0,0.9512,0.963,0.037,0.9259,0.8551
e78261db_seg202.wav,22,C,39.8,A# minor,0.8792,0.6724,0.8792,0.8636,0.1364,0.9545,0.769
e78261db_seg203.wav,26,F,48.4,F# major,0.8266,0.3516,0.8266,0.8077,0.1923,1.0,0.6859
e78261db_seg204.wav,38,F,44.1,F# minor,0.932,0.1259,0.932,0.9211,0.0789,0.9737,0.781
e78261db_seg205.wav,38,F,43.1,F# major,0.9588,0.3006,0.9588,0.9474,0.0526,1.0,0.8187
e78261db_seg206.wav,20,F,38.9,F major,0.873,1.0,0.873,0.85,0.15,1.0,0.7611
e78261db_seg207.wav,21,F,34.7,G minor,0.7786,0.9097,0.7786,0.7619,0.2381,0.8571,0.7031
e78261db_seg208.wav,28,A#,25.2,G minor,0.8025,0.935,0.8025,0.7857,0.2143,0.8214,0.6438
e78261db_seg209.wav,31,A#,33.7,F major,0.8375,0.9726,0.8375,0.8387,0.1613,0.9032,0.8045
e78261db_seg210.wav,30,A#,34.2,F major,0.8104,0.8922,0.8104,0.8,0.2,0.8333,0.7223
e78261db_seg211.wav,23,G,29.1,F major,0.8334,0.8334,0.8334,0.8261,0.1739,0.7391,0.7136
e78261db_seg212.wav,20,C,31.0,F major,0.8957,0.8957,0.8957,0.9,0.1,0.9,0.8468
e78261db_seg213.wav,19,A#,34.8,G minor,0.7776,0.8764,0.7776,0.7895,0.2105,1.0,0.706
e78261db_seg214.wav,22,F,43.6,F# minor,0.8268,0.0,0.8268,0.8182,0.1818,1.0,0.697
e78261db_seg215.wav,22,F#,-49.4,F# minor,0.895,0.929,0.895,0.8636,0.1364,1.0,0.7278
e78261db_seg216.wav,18,F#,-47.2,F# minor,0.9489,0.8613,0.9489,0.9444,0.0556,1.0,0.7886
e78261db_seg217.wav,23,F,41.2,F# major,0.902,0.3451,0.902,0.913,0.087,0.9565,0.7911
e78261db_seg218.wav,34,F,31.0,F major,0.7587,0.9059,0.7587,0.7647,0.2353,0.8824,0.7237
e78261db_seg219.wav,28,G,32.6,G minor,0.8385,0.9345,0.8385,0.8214,0.1786,0.8929,0.7643
e78261db_seg220.wav,18,F,39.6,G minor,1.0,1.0,1.0,1.0,0.0,1.0,0.8889
e78261db_seg221.wav,12,C,32.9,C minor,0.9406,0.9406,0.9406,0.9167,0.0833,0.8333,0.7757
e78261db_seg222.wav,19,F,34.1,F major,0.9617,0.9204,0.9617,0.9474,0.0526,0.8421,0.8206
e78261db_seg223.wav,27,F,45.1,F minor,0.9734,0.9693,0.9734,0.963,0.037,0.963,0.7974
e78261db_seg224.wav,20,F,39.1,F minor,0.961,0.9517,0.961,0.95,0.05,0.9,0.7992
e78261db_seg225.wav,13,F,37.5,F major,0.9402,1.0,0.9402,0.9231,0.0769,1.0,0.8301
e78261db_seg226.wav,27,F,38.8,A# minor,0.7668,0.5086,0.7668,0.7407,0.2593,0.9259,0.6667
e78261db_seg227.wav,31,F,33.3,A# minor,0.8468,0.6819,0.8468,0.8387,0.1613,0.8387,0.7581
e78261db_seg228.wav,25,A#,31.5,G minor,0.8312,0.8882,0.8312,0.84,0.16,0.84,0.715
e78261db_seg229.wav,30,F,29.8,F major,0.9514,1.0,0.9514,0.9667,0.0333,0.7667,0.8389
e78261db_seg230.wav,22,F,31.7,F major,1.0,1.0,1.0,1.0,0.0,0.9091,0.9136
e78261db_seg231.wav,17,F,32.7,F major,0.9484,0.9484,0.9484,0.9412,0.0588,0.8824,0.8301
e78261db_seg232.wav,14,F,37.4,F major,0.9455,0.9455,0.9455,0.9286,0.0714,0.9286,0.8248
e78261db_seg233.wav,14,F,42.0,C major,1.0,0.9186,1.0,1.0,0.0,0.9286,0.8438
e78261db_seg234.wav,10,F,35.0,F major,1.0,1.0,1.0,1.0,0.0,0.9,0.8901
e78261db_seg235.wav,11,C,37.2,C major,0.8453,0.9337,0.8453,0.8182,0.1818,0.9091,0.7131
ea61ec34_seg000.wav,22,A,-14.0,A minor,0.9609,1.0,0.9609,0.9545,0.0455,0.6364,0.7803
ea61ec34_seg001.wav,33,A,-14.3,A minor,0.975,1.0,0.975,0.9697,0.0303,0.5152,0.793
ea61ec34_seg002.wav,35,F,-2.1,F major,0.8957,1.0,0.8957,0.8857,0.1143,0.5143,0.7979
ea61ec34_seg003.wav,27,F,4.8,D minor,0.9177,1.0,0.9177,0.9259,0.0741,0.5185,0.7828
ea61ec34_seg004.wav,29,G,-1.4,F major,1.0,1.0,1.0,1.0,0.0,0.4828,0.8321
ea61ec34_seg005.wav,29,F,-1.7,C major,0.972,1.0,0.972,0.9655,0.0345,0.5172,0.8084
ea61ec34_seg006.wav,38,D,-11.5,D minor,0.9374,0.9791,0.9374,0.9474,0.0526,0.4737,0.7781
ea61ec34_seg007.wav,35,D,-7.9,D minor,0.9128,0.9563,0.9128,0.9143,0.0857,0.5143,0.7564
ea61ec34_seg008.wav,22,D,-17.0,D minor,0.9147,1.0,0.9147,0.9091,0.0909,0.5909,0.803
ea61ec34_seg009.wav,23,D,-33.0,D minor,0.8464,1.0,0.8464,0.8696,0.1304,0.7391,0.7819
ea61ec34_seg010.wav,24,D,8.4,D minor,0.8048,0.8389,0.8048,0.7917,0.2083,0.5417,0.6524
ea61ec34_seg011.wav,20,D,-6.2,D minor,0.8887,0.9638,0.8887,0.9,0.1,0.45,0.7761
ea61ec34_seg012.wav,17,D,-13.5,D minor,0.9064,1.0,0.9064,0.8824,0.1176,0.4706,0.796
ea61ec34_seg013.wav,18,D,0.1,D minor,0.759,1.0,0.759,0.7222,0.2778,0.5,0.7485
ea61ec34_seg014.wav,17,D,-12.0,D minor,0.8812,1.0,0.8812,0.8824,0.1176,0.6471,0.762
ea61ec34_seg015.wav,27,D,-3.2,D minor,0.8959,0.8959,0.8959,0.8889,0.1111,0.5926,0.7275
ea61ec34_seg016.wav,29,D,-24.4,G major,0.925,0.8724,0.925,0.931,0.069,0.7241,0.7716
ea61ec34_seg017.wav,33,C,-41.3,C major,0.8603,0.8958,0.8603,0.8485,0.1515,0.7576,0.701
ea61ec34_seg018.wav,25,F,43.7,C major,0.4426,0.2346,0.4426,0.44,0.56,0.76,0.3917
ea61ec34_seg019.wav,21,G,5.0,G minor,0.933,1.0,0.933,0.9048,0.0952,0.619,0.7403
ea61ec34_seg020.wav,27,G,-4.3,G major,0.8905,0.8321,0.8905,0.8889,0.1111,0.5556,0.7976
ea61ec34_seg021.wav,23,D,-6.9,D minor,0.7925,0.8351,0.7925,0.7826,0.2174,0.4783,0.6891
ea61ec34_seg022.wav,21,F,1.4,F major,0.8207,0.9488,0.8207,0.8095,0.1905,0.5238,0.7374
ea61ec34_seg023.wav,28,A,-19.1,A minor,0.9385,0.967,0.9385,0.9286,0.0714,0.5714,0.7458
ea61ec34_seg024.wav,21,D,-33.7,D major,0.9646,0.7022,0.9646,0.9524,0.0476,0.7143,0.7919
ea61ec34_seg025.wav,18,D,1.4,D minor,0.8429,1.0,0.8429,0.8333,0.1667,0.5,0.7671
ea61ec34_seg026.wav,19,D,-7.5,D minor,1.0,1.0,1.0,1.0,0.0,0.4211,0.84
ea61ec34_seg027.wav,19,D,-7.8,D minor,1.0,1.0,1.0,1.0,0.0,0.5263,0.8041
ea61ec34_seg028.wav,18,A,-25.9,D minor,0.7578,1.0,0.7578,0.7778,0.2222,0.6667,0.7398
ea61ec34_seg029.wav,18,A,-36.3,D minor,0.8527,1.0,0.8527,0.8889,0.1111,0.7222,0.7672
ea61ec34_seg030.wav,15,D,-31.9,D major,0.9317,0.7608,0.9317,0.9333,0.0667,0.8,0.7841
ea61ec34_seg031.wav,15,D,-24.5,D minor,0.867,0.7253,0.867,0.8667,0.1333,0.6667,0.6589
ea61ec34_seg032.wav,24,D,9.5,D minor,0.8769,1.0,0.8769,0.8333,0.1667,0.6667,0.6607
ea61ec34_seg033.wav,28,D,-0.7,D minor,0.9024,1.0,0.9024,0.8929,0.1071,0.5,0.7957
ea61ec34_seg034.wav,22,G,8.4,C major,0.8872,0.959,0.8872,0.8636,0.1364,0.6364,0.6931
ea61ec34_seg035.wav,20,D,-3.7,G major,0.9132,0.8522,0.9132,0.9,0.1,0.7,0.7138
ea61ec34_seg036.wav,15,G,-4.3,G major,1.0,0.8033,1.0,1.0,0.0,0.6667,0.8243
ea61ec34_seg037.wav,21,D,-3.1,D minor,0.9538,1.0,0.9538,0.9524,0.0476,0.4286,0.8437
ea61ec34_seg038.wav,23,G,-6.6,G major,0.8468,0.8079,0.8468,0.8696,0.1304,0.6957,0.758
ea61ec34_seg039.wav,19,D,-6.4,D minor,0.8744,0.9582,0.8744,0.8421,0.1579,0.5263,0.7686
ea61ec34_seg040.wav,25,D,1.4,G major,0.8186,0.9594,0.8186,0.8,0.2,0.44,0.7522
ea61ec34_seg041.wav,25,D,1.7,D minor,0.9024,0.9024,0.9024,0.88,0.12,0.36,0.8032
